항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
매출액(수익),"2,452.7","2,600.2","2,419.3","2,351.6","2,500.7","2,589.0",6.3,3.5
*내수,"2,419.7",,"2,368.5","2,320.0",,,,
*수출,33.1,,50.7,31.7,,,,
매출원가,"1,092.9","1,172.4","1,212.1","1,246.5","1,322.4",,6.1,
매출총이익,"1,359.8","1,427.8","1,207.1","1,105.2","1,178.3","1,238.0",6.6,5.1
판매비와관리비,890.4,840.9,758.2,782.7,839.2,,7.2,
영업이익,469.5,586.9,449.0,322.4,339.1,357.0,5.2,5.3
*기타영업손익,,,,,,,,
영업이익(발표기준),469.5,586.9,449.0,322.4,339.1,,5.2,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,3.0,6.8,5.1,4.3,3.0,,-30.3,
금융원가,5.6,0.9,0.9,1.3,1.6,,29.1,
기타영업외손익,-2.1,-0.7,-234.4,2.8,8.6,,207.2,
"종속기업,공동지배기업및관계기업관련손익",,,,,,,,
법인세비용차감전계속사업이익,464.7,592.0,218.7,328.3,349.1,364.0,6.3,4.3
법인세비용,106.8,343.2,99.9,49.5,65.1,,31.4,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,358.0,248.8,118.8,278.8,284.0,,1.9,
중단사업이익,,,,,,,,
*중단사업법인세효과,,,,,,,,
당기순이익,358.0,248.8,118.8,278.8,284.0,283.0,1.9,-0.4
기타포괄이익,7.2,-42.8,-33.4,-22.8,21.5,,194.2,
총포괄이익,365.2,206.0,85.4,256.0,305.5,,19.4,
*주당계속사업이익,"2,891","2,023",966,"2,266","2,308",,2,
*주당순이익,"2,891","2,023",966,"2,266","2,308",,2,
*희석주당계속사업이익,,,,,,,,
*희석주당순이익,,,,,,,,
*(지배주주지분)주당계속사업이익,"2,891","2,023",966,"2,266","2,308",,2,
*(지배주주지분)주당순이익,"2,891","2,023",966,"2,266","2,308","2,036",2,-12
*(지배주주지분)희석주당계속사업이익,,,,,,,,
*(지배주주지분)희석주당순이익,,,,,,,,
