항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
매출액(수익),"61,051.4","67,475.4","76,854.2","78,445.1","80,915.1","83,909.1",3.1,3.7
*내수,,,"51,767.0","49,269.0",,,,
*수출,,,"25,088.0","29,176.0",,,,
매출원가,"26,096.8","26,964.1","29,172.5","29,629.3","30,398.8",,2.6,
매출총이익,"34,954.6","40,511.2","47,681.8","48,815.8","50,516.3","52,139.9",3.5,3.2
판매비와관리비,"25,654.4","30,118.7","35,917.7","36,607.1","37,620.0",,2.8,
영업이익,"9,300.2","10,392.5","11,764.1","12,208.6","12,896.3","12,929.3",5.6,0.3
*기타영업손익,,,,,,,,
영업이익(발표기준),"9,300.2","10,392.5","11,764.1","12,208.6","12,896.3",,5.6,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,42.9,64.9,170.9,154.3,95.7,,-38.0,
금융원가,154.3,127.1,177.7,216.2,228.9,,5.9,
기타영업외손익,-591.0,-757.0,-905.6,"-1,006.3",-940.2,,6.6,
"종속기업,공동지배기업및관계기업관련손익",13.0,-13.2,69.2,70.2,50.7,,-27.8,
법인세비용차감전계속사업이익,"8,610.8","9,560.1","10,920.8","11,210.7","11,873.6","11,953.8",5.9,0.7
법인세비용,"2,427.7","2,637.3","3,039.1","3,079.7","3,262.4",,5.9,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,"6,183.1","6,922.8","7,881.7","8,131.0","8,611.3",,5.9,
중단사업이익,,,,,,,,
*중단사업법인세효과,,,,,,,,
당기순이익,"6,183.1","6,922.8","7,881.7","8,131.0","8,611.3","8,658.4",5.9,0.6
기타포괄이익,-160.5,2.0,136.9,-101.6,797.9,,885.0,
총포괄이익,"6,022.5","6,924.8","8,018.6","8,029.4","9,409.2",,17.2,
*주당계속사업이익,"36,184","40,740","46,431","47,596","50,395",,6,
*주당순이익,"36,184","40,740","46,431","47,596","50,395",,6,
*희석주당계속사업이익,,,,,,,,
*희석주당순이익,,,,,,,,
*(지배주주지분)주당계속사업이익,"36,184","40,740","46,431","47,596","50,395",,6,
*(지배주주지분)주당순이익,"36,184","40,740","46,431","47,596","50,395","47,955",6,-5
*(지배주주지분)희석주당계속사업이익,,,,,,,,
*(지배주주지분)희석주당순이익,,,,,,,,
