항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"2,363.0","2,232.1","2,046.9","2,082.5","2,688.0",29.1
*내수,"1,684.4",,"1,278.2","1,411.4",,
*수출,678.6,,768.8,671.1,,
매출원가,"2,165.1","2,068.1","1,825.8","1,835.4","2,367.7",29.0
매출총이익,197.9,164.0,221.1,247.1,320.3,29.6
판매비와관리비,118.5,107.3,101.6,109.6,124.9,13.9
영업이익,79.4,56.7,119.5,137.5,195.4,42.1
*기타영업손익,,,,,,
영업이익(발표기준),79.4,56.7,119.5,137.5,195.4,42.1
*[구K-IFRS]영업이익,,,,,,
금융수익,1.6,1.0,1.2,0.7,2.9,317.4
금융원가,7.2,7.9,7.2,5.2,5.6,9.5
기타영업외손익,5.2,6.2,7.4,5.1,12.4,142.5
"종속기업,공동지배기업및관계기업관련손익",29.1,15.2,13.7,20.5,37.7,84.1
법인세비용차감전계속사업이익,108.2,71.1,134.6,158.6,242.8,53.1
법인세비용,21.2,12.4,34.9,28.8,45.9,59.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,87.1,58.7,99.8,129.9,197.0,51.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,87.1,58.7,99.8,129.9,197.0,51.7
기타포괄이익,-1.0,2.5,-2.9,-1.2,-0.8,30.0
총포괄이익,86.1,61.2,96.9,128.7,196.1,52.4
*주당계속사업이익,569,384,652,849,"1,288",52
*주당순이익,569,384,652,849,"1,288",52
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,569,384,652,849,"1,288",52
*(지배주주지분)주당순이익,569,384,652,849,"1,288",52
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
