항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),249.0,218.9,218.9,163.4,147.1,-9.9
*내수,117.5,,107.6,88.8,,
*수출,131.5,,111.2,74.6,,
매출원가,228.6,203.6,204.6,157.1,141.4,-10.0
매출총이익,20.4,15.3,14.3,6.2,5.7,-8.3
판매비와관리비,17.8,14.9,13.6,12.7,10.6,-16.0
영업이익,2.6,0.5,0.7,-6.4,-4.9,23.4
*기타영업손익,,,,,,
영업이익(발표기준),2.6,0.5,0.7,-6.4,-4.9,23.4
*[구K-IFRS]영업이익,,,,,,
금융수익,3.2,4.2,4.5,4.6,4.2,-8.4
금융원가,0.5,0.2,0.0,0.1,0.2,60.9
기타영업외손익,5.0,-0.2,1.2,1.5,1.8,21.5
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,10.3,4.3,6.4,-0.5,0.9,288.9
법인세비용,2.1,0.8,1.0,-0.2,0.1,140.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,8.3,3.6,5.4,-0.3,0.8,402.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,8.3,3.6,5.4,-0.3,0.8,402.9
기타포괄이익,0.3,-1.5,-0.3,0.7,-0.0,-101.4
총포괄이익,8.6,2.1,5.0,0.4,0.8,82.7
*주당계속사업이익,112,48,73,-3,11,467
*주당순이익,112,48,73,-3,11,467
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,112,48,73,-3,11,467
*(지배주주지분)주당순이익,112,48,73,-3,11,467
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
