항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"3,101.9","2,961.5","3,136.0","3,276.2","3,288.8",0.4
*내수,"2,902.2",,"3,035.2","3,183.7",,
*수출,199.7,,100.8,92.6,,
매출원가,"2,660.5","2,638.6","2,696.0","2,793.3","2,857.3",2.3
매출총이익,441.3,322.8,440.0,483.0,431.5,-10.7
판매비와관리비,199.6,198.0,213.8,215.7,227.6,5.5
영업이익,241.7,124.9,226.1,267.3,203.9,-23.7
*기타영업손익,,,,,,
영업이익(발표기준),241.7,124.9,226.1,267.3,203.9,-23.7
*[구K-IFRS]영업이익,,,,,,
금융수익,67.6,8.4,18.5,24.7,13.7,-44.6
금융원가,38.7,36.9,36.5,26.0,21.4,-17.9
기타영업외손익,-17.6,-34.5,-16.5,20.0,16.5,-17.6
"종속기업,공동지배기업및관계기업관련손익",49.8,38.2,2.6,-45.3,-4.9,89.2
법인세비용차감전계속사업이익,302.8,100.1,194.2,240.7,207.8,-13.6
법인세비용,63.0,20.5,62.0,56.1,50.1,-10.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,239.9,79.6,132.1,184.6,157.7,-14.6
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,239.9,79.6,132.1,184.6,157.7,-14.6
기타포괄이익,-26.6,4.6,-8.9,-2.8,-24.4,-767.5
총포괄이익,213.3,84.2,123.3,181.8,133.3,-26.7
*주당계속사업이익,"2,546",845,"1,402","1,959","1,674",-15
*주당순이익,"2,546",845,"1,402","1,959","1,674",-15
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"2,546",845,"1,402","1,959","1,674",-15
*(지배주주지분)주당순이익,"2,546",845,"1,402","1,959","1,674",-15
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
