항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,996.0","1,909.4","2,189.4","2,882.3","2,682.5",-6.9
*내수,,,"2,021.4","2,708.3",,
*수출,,,144.3,122.6,,
매출원가,"1,850.1","1,814.6","2,020.3","2,659.7","2,363.5",-11.1
매출총이익,146.0,94.8,169.1,222.6,319.1,43.4
판매비와관리비,218.5,157.2,185.3,176.7,247.5,40.1
영업이익,-72.5,-62.4,-16.2,45.9,71.6,55.9
*기타영업손익,,,,,,
영업이익(발표기준),-72.5,-62.4,-16.2,45.9,71.6,55.9
*[구K-IFRS]영업이익,,,,,,
금융수익,2.8,3.6,4.9,3.3,6.8,106.1
금융원가,17.0,17.4,15.7,11.4,8.7,-24.0
기타영업외손익,-10.0,-19.4,8.1,49.6,76.3,54.0
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-96.7,-95.7,-18.9,87.3,146.0,67.2
법인세비용,-18.6,-29.3,-6.2,22.6,35.6,57.5
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-78.2,-66.4,-12.7,64.7,110.4,70.6
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-78.2,-66.4,-12.7,64.7,110.4,70.6
기타포괄이익,8.9,16.2,-14.6,188.3,-52.1,-127.7
총포괄이익,-69.3,-50.2,-27.3,253.0,58.3,-77.0
*주당계속사업이익,-714,-606,-116,591,"1,061",80
*주당순이익,-714,-606,-116,591,"1,061",80
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-714,-606,-116,591,"1,061",80
*(지배주주지분)주당순이익,-714,-606,-116,591,"1,061",80
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
