항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),495.9,497.3,445.3,432.9,347.9,-19.6
*내수,375.9,,345.2,331.4,,
*수출,120.0,,100.1,101.5,,
매출원가,442.4,445.3,422.6,384.0,340.6,-11.3
매출총이익,53.5,52.0,22.7,48.9,7.3,-85.1
판매비와관리비,60.2,57.9,50.1,46.9,45.8,-2.3
영업이익,-6.7,-5.9,-27.5,2.0,-38.6,"-2,065.5"
*기타영업손익,,,,,,
영업이익(발표기준),-6.7,-5.9,-27.5,2.0,-38.6,"-2,065.5"
*[구K-IFRS]영업이익,,,,,,
금융수익,2.1,2.0,2.0,2.6,2.1,-19.9
금융원가,1.9,0.9,1.5,2.3,1.1,-51.6
기타영업외손익,0.8,-0.8,-1.4,9.1,21.9,139.6
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-5.7,-5.7,-28.3,11.5,-15.6,-236.5
법인세비용,-2.3,-2.3,-7.4,3.2,6.5,102.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-3.4,-3.3,-21.0,8.3,-22.1,-367.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-3.4,-3.3,-21.0,8.3,-22.1,-367.8
기타포괄이익,-0.6,-2.0,-0.1,1.3,-0.0,-100.7
총포괄이익,-3.9,-5.3,-21.1,9.5,-22.1,-332.6
*주당계속사업이익,-28,-28,-175,69,-184,-367
*주당순이익,-28,-28,-175,69,-184,-367
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-28,-28,-175,69,-184,-367
*(지배주주지분)주당순이익,-28,-28,-175,69,-184,-367
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
