항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"2,991.7","3,177.4","3,117.7","3,329.1","4,669.3",40.3
*내수,"2,429.8",,"2,569.1","2,734.6",,
*수출,561.8,,548.5,594.5,,
매출원가,"2,880.6","3,154.0","3,131.9","3,259.4","4,371.0",34.1
매출총이익,111.0,23.4,-14.2,69.7,298.3,328.0
판매비와관리비,115.5,105.3,107.5,110.0,115.5,5.0
영업이익,-4.5,-81.9,-121.7,-40.3,182.8,553.8
*기타영업손익,,,,,,
영업이익(발표기준),-4.5,-81.9,-121.7,-40.3,182.8,553.8
*[구K-IFRS]영업이익,,,,,,
금융수익,4.5,3.0,4.4,3.7,1.3,-64.4
금융원가,30.5,45.8,82.4,64.9,46.3,-28.7
기타영업외손익,4.0,24.1,-581.7,7.8,30.7,291.2
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-26.5,-100.6,-781.5,-93.6,168.5,280.0
법인세비용,-8.1,3.5,-14.4,-5.2,11.8,325.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-18.3,-104.2,-767.1,-88.4,156.8,277.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-18.3,-104.2,-767.1,-88.4,156.8,277.3
기타포괄이익,6.8,-4.3,-6.4,1.0,-6.4,-747.3
총포괄이익,-11.6,-108.4,-773.5,-87.4,150.3,272.0
*주당계속사업이익,-26,-150,"-1,098",-125,161,229
*주당순이익,-26,-150,"-1,098",-125,161,229
*희석주당계속사업이익,,,,,146,
*희석주당순이익,,,,,146,
*(지배주주지분)주당계속사업이익,-26,-150,"-1,098",-125,161,229
*(지배주주지분)주당순이익,-26,-150,"-1,098",-125,161,229
*(지배주주지분)희석주당계속사업이익,,,,,146,
*(지배주주지분)희석주당순이익,,,,,146,
