항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,461.2","1,423.5","1,322.6","1,389.3","1,957.3",40.9
*내수,"1,461.2",,"1,322.6","1,389.3",,
*수출,,,,,,
매출원가,"1,398.6","1,369.4","1,275.7","1,325.8","1,825.3",37.7
매출총이익,62.6,54.2,46.9,63.5,132.0,107.8
판매비와관리비,49.6,44.9,43.8,45.7,51.5,12.7
영업이익,13.0,9.2,3.2,17.9,80.6,350.4
*기타영업손익,,,,,,
영업이익(발표기준),13.0,9.2,3.2,17.9,80.6,350.4
*[구K-IFRS]영업이익,,,,,,
금융수익,9.8,9.4,11.6,10.6,12.5,17.5
금융원가,0.0,0.0,0.0,20.5,0.1,-99.7
기타영업외손익,6.4,8.1,9.4,7.0,9.5,36.5
"종속기업,공동지배기업및관계기업관련손익",-0.5,-0.7,-1.1,-4.7,7.5,260.3
법인세비용차감전계속사업이익,28.7,26.1,23.0,10.3,110.1,972.2
법인세비용,5.5,5.3,4.7,2.2,22.1,910.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,23.2,20.8,18.4,8.1,87.9,988.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,23.2,20.8,18.4,8.1,87.9,988.9
기타포괄이익,15.6,-8.0,-0.9,14.2,-1.4,-109.8
총포괄이익,38.8,12.8,17.4,22.3,86.6,288.8
*주당계속사업이익,116,104,92,40,440,"1,000"
*주당순이익,116,104,92,40,440,"1,000"
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,116,104,92,40,440,"1,000"
*(지배주주지분)주당순이익,116,104,92,40,440,"1,000"
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
