항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"11,977.6","16,276.3","15,424.3","15,271.4","18,465.0",20.9
*내수,,,"14,707.7","14,657.5",,
*수출,,,716.6,614.0,,
매출원가,"10,103.3","12,781.8","12,157.6","12,058.8","14,234.0",18.0
매출총이익,"1,874.3","3,494.4","3,266.7","3,212.7","4,231.1",31.7
판매비와관리비,"1,232.9","1,657.9","1,682.3","1,743.1","1,942.4",11.4
영업이익,641.5,"1,836.5","1,584.4","1,469.5","2,288.7",55.7
*기타영업손익,,,,,,
영업이익(발표기준),641.5,"1,836.5","1,584.4","1,469.5","2,288.7",55.7
*[구K-IFRS]영업이익,,,,,,
금융수익,554.9,37.9,47.3,53.5,64.4,20.3
금융원가,65.9,438.5,416.1,400.5,335.1,-16.3
기타영업외손익,-85.1,-79.2,-7.1,34.3,84.9,147.2
"종속기업,공동지배기업및관계기업관련손익",,,,-0.0,5.0,"16,276.4"
법인세비용차감전계속사업이익,"1,045.3","1,356.6","1,208.5","1,156.9","2,107.8",82.2
법인세비용,310.4,354.7,265.2,300.2,278.5,-7.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,734.9,"1,001.9",943.3,856.7,"1,829.3",113.5
중단사업이익,,,,-27.2,183.1,773.6
*중단사업법인세효과,,,,,,
당기순이익,734.9,"1,001.9",943.3,829.5,"2,012.4",142.6
기타포괄이익,-248.8,52.2,-76.7,-33.2,-33.6,-1.4
총포괄이익,486.1,"1,054.1",866.6,796.3,"1,978.8",148.5
*주당계속사업이익,"23,008","26,329","25,299","22,962","51,445",124
*주당순이익,"23,008","26,329","25,299","22,188","56,785",156
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"23,008","26,329","25,299","22,962","51,445",124
*(지배주주지분)주당순이익,"23,008","26,329","25,299","22,188","56,785",156
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
