항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,445.6","1,687.2","1,458.9","1,724.4","1,935.2",12.2
*내수,"1,444.4","1,685.2","1,455.9","1,723.9",,
*수출,1.2,2.1,3.0,0.5,,
매출원가,"1,046.1","1,192.3","1,096.4","1,276.3","1,472.0",15.3
매출총이익,399.5,494.9,362.5,448.1,463.2,3.4
판매비와관리비,293.5,347.1,346.7,385.7,367.1,-4.8
영업이익,105.9,147.8,15.8,62.4,96.1,54.1
*기타영업손익,,,,,,
영업이익(발표기준),105.9,147.8,15.8,62.4,96.1,54.1
*[구K-IFRS]영업이익,,,,,,
금융수익,11.3,10.1,10.1,47.0,5.2,-88.9
금융원가,12.1,15.7,10.8,12.8,28.0,119.3
기타영업외손익,-3.0,-17.3,47.0,12.7,17.8,40.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,102.1,124.9,62.2,109.2,91.1,-16.6
법인세비용,7.8,8.6,19.2,29.1,11.4,-60.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,94.4,116.4,43.0,80.2,79.8,-0.5
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,94.4,116.4,43.0,80.2,79.8,-0.5
기타포괄이익,6.4,,,,,
총포괄이익,100.8,116.4,43.0,80.2,79.8,-0.5
*주당계속사업이익,134,166,61,115,114,-1
*주당순이익,134,166,61,115,114,-1
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,134,166,61,115,114,-1
*(지배주주지분)주당순이익,134,166,61,115,114,-1
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
