항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),42.2,48.2,76.4,47.4,61.1,28.8
*내수,,,,,,
*수출,,,,,,
매출원가,,,,,,
매출총이익,42.2,48.2,76.4,47.4,61.1,28.8
판매비와관리비,24.4,25.3,29.3,26.1,27.4,5.2
영업이익,17.8,22.9,47.1,21.3,33.6,57.6
*기타영업손익,,,,,,
영업이익(발표기준),17.8,22.9,47.1,21.3,33.6,57.6
*[구K-IFRS]영업이익,,,,,,
금융수익,2.0,3.0,6.8,11.0,15.2,37.8
금융원가,12.5,14.0,22.9,26.7,31.7,18.7
기타영업외손익,0.2,0.0,3.3,0.0,0.1,"3,303.9"
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,7.5,11.9,34.3,5.7,17.2,203.5
법인세비용,1.5,2.9,7.0,1.1,3.6,234.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,6.0,9.1,27.3,4.6,13.6,196.2
중단사업이익,,,,7.3,7.9,7.9
*중단사업법인세효과,,,,,,
당기순이익,6.0,9.1,27.3,11.9,21.5,80.6
기타포괄이익,,-1.4,-2.0,-0.4,3.5,"1,053.3"
총포괄이익,6.0,7.6,25.2,11.5,25.0,117.0
*주당계속사업이익,77,116,348,59,174,195
*주당순이익,77,116,348,152,275,81
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,77,116,348,59,174,195
*(지배주주지분)주당순이익,77,116,348,152,275,81
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
