항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,506.0","1,507.3","1,482.2","1,925.7","2,482.1",28.9
*내수,"1,506.0",,"1,482.2","1,925.7",,
*수출,,,,,,
매출원가,"1,258.1","1,222.8","1,248.1","1,596.5","2,033.7",27.4
매출총이익,247.9,284.6,234.2,329.2,448.4,36.2
판매비와관리비,92.3,119.7,113.3,143.0,136.4,-4.7
영업이익,155.7,164.8,120.9,186.1,312.0,67.6
*기타영업손익,,,,,,
영업이익(발표기준),155.7,164.8,120.9,186.1,312.0,67.6
*[구K-IFRS]영업이익,,,,,,
금융수익,11.7,2.9,2.1,4.0,5.5,36.9
금융원가,41.7,39.3,35.8,33.8,36.8,8.8
기타영업외손익,1.2,1.0,-3.4,0.8,-0.8,-195.8
"종속기업,공동지배기업및관계기업관련손익",2.5,2.5,0.6,-1.5,3.8,357.7
법인세비용차감전계속사업이익,129.3,131.9,84.3,155.7,283.7,82.2
법인세비용,19.5,29.9,20.1,34.4,63.2,83.7
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,109.8,102.0,64.2,121.3,220.5,81.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,109.8,102.0,64.2,121.3,220.5,81.8
기타포괄이익,1.9,-0.0,1.9,-1.5,-2.1,-42.7
총포괄이익,111.6,102.0,66.0,119.9,218.4,82.3
*주당계속사업이익,386,358,224,424,771,82
*주당순이익,386,358,224,424,771,82
*희석주당계속사업이익,360,319,210,423,,
*희석주당순이익,360,319,210,423,,
*(지배주주지분)주당계속사업이익,386,358,224,424,771,82
*(지배주주지분)주당순이익,386,358,224,424,771,82
*(지배주주지분)희석주당계속사업이익,360,319,210,423,,
*(지배주주지분)희석주당순이익,360,319,210,423,,
