항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
매출액(수익),"23,810.7","24,446.1","26,826.0","28,573.3","28,022.2","30,440.0",-1.9,8.6
*내수,"11,699.1","12,613.8","14,080.4","13,745.0",,,,
*수출,"12,111.5","11,832.3","12,745.5","14,828.3",,,,
매출원가,"19,720.9","20,822.9","22,742.0","23,634.3","23,482.3",,-0.6,
매출총이익,"4,089.8","3,623.2","4,083.9","4,939.0","4,539.8","4,900.0",-8.1,7.9
판매비와관리비,"1,843.9","1,846.4","2,148.2","1,874.1","1,932.6",,3.1,
영업이익,"2,245.9","1,776.8","1,935.8","3,065.0","2,607.3","2,850.0",-14.9,9.3
*기타영업손익,,,,,,,,
영업이익(발표기준),"2,245.9","1,776.8","1,935.8","3,065.0","2,607.3",,-14.9,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,84.4,70.4,67.3,83.4,69.8,,-16.3,
금융원가,388.1,350.8,481.7,445.2,360.1,,-19.1,
기타영업외손익,84.4,-713.4,-886.7,243.3,-200.1,,-182.2,
"종속기업,공동지배기업및관계기업관련손익",175.6,119.7,114.0,120.0,119.7,,-0.3,
법인세비용차감전계속사업이익,"2,202.1",902.6,748.6,"3,066.4","2,236.5","2,410.0",-27.1,7.8
법인세비용,523.6,192.7,234.6,630.0,521.8,,-17.2,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,"1,678.4",709.9,514.0,"2,436.5","1,714.7",,-29.6,
중단사업이익,,,,,,,,
*중단사업법인세효과,,,,,,,,
당기순이익,"1,678.4",709.9,514.0,"2,436.5","1,714.7","1,830.0",-29.6,6.7
기타포괄이익,-467.4,186.1,170.0,-194.9,337.4,,273.1,
총포괄이익,"1,211.0",896.0,684.0,"2,241.5","2,052.1",,-8.4,
*주당계속사업이익,"49,609","20,549","12,635","70,124","49,605",,-29,
*주당순이익,"49,609","20,549","12,635","70,124","49,605",,-29,
*희석주당계속사업이익,,,,,,,,
*희석주당순이익,,,,,,,,
*(지배주주지분)주당계속사업이익,"49,609","20,549","12,635","70,124","49,605",,-29,
*(지배주주지분)주당순이익,"49,609","20,549","12,635","70,124","49,605","6,094",-29,-88
*(지배주주지분)희석주당계속사업이익,,,,,,,,
*(지배주주지분)희석주당순이익,,,,,,,,
