항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"4,381.3","4,508.3","4,510.3","4,536.4","4,680.0",3.2
*내수,,,"4,510.3","4,536.4",,
*수출,,,,,,
매출원가,,,,,,
매출총이익,"4,381.3","4,508.3","4,510.3","4,536.4","4,680.0",3.2
판매비와관리비,"4,270.5","4,418.3","4,372.7","4,446.4","4,536.0",2.0
영업이익,110.8,90.0,137.6,90.0,144.1,60.0
*기타영업손익,,,,,,
영업이익(발표기준),110.8,90.0,137.6,90.0,144.1,60.0
*[구K-IFRS]영업이익,,,,,,
금융수익,7.1,11.7,16.8,10.7,4.4,-58.8
금융원가,0.2,0.2,29.4,17.8,19.2,8.0
기타영업외손익,-20.2,-15.8,-6.8,3.4,193.1,"5,524.9"
"종속기업,공동지배기업및관계기업관련손익",8.3,15.1,8.4,13.2,5.1,-61.0
법인세비용차감전계속사업이익,105.9,100.7,126.5,99.5,327.5,229.0
법인세비용,22.5,21.7,34.5,25.7,78.1,204.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,83.4,79.0,92.0,73.9,249.4,237.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,83.4,79.0,92.0,73.9,249.4,237.7
기타포괄이익,-16.9,-61.9,15.3,-33.3,37.3,212.0
총포괄이익,66.5,17.1,107.3,40.6,286.7,605.8
*주당계속사업이익,246,234,272,230,767,233
*주당순이익,246,234,272,230,767,233
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,246,234,272,230,767,233
*(지배주주지분)주당순이익,246,234,272,230,767,233
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
