항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,804.6","2,267.5","2,326.2","1,794.0","2,355.2",31.3
*내수,"1,297.3",,"1,437.8","1,170.6",,
*수출,507.3,,888.5,623.4,,
매출원가,"1,613.2","2,113.9","2,149.8","1,775.0","2,437.6",37.3
매출총이익,191.4,153.5,176.4,18.9,-82.4,-534.9
판매비와관리비,119.3,142.8,156.2,79.6,81.1,2.0
영업이익,72.2,10.7,20.2,-60.6,-163.5,-169.8
*기타영업손익,,,,,,
영업이익(발표기준),72.2,10.7,20.2,-60.6,-163.5,-169.8
*[구K-IFRS]영업이익,,,,,,
금융수익,0.5,0.6,4.7,0.5,2.2,303.5
금융원가,17.5,26.2,41.8,49.0,25.0,-48.9
기타영업외손익,-0.9,19.8,21.5,14.3,-21.0,-246.7
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,54.2,4.9,4.6,-94.8,-207.4,-118.9
법인세비용,7.6,-5.4,2.0,-4.3,-22.2,-416.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,46.6,10.3,2.6,-90.5,-185.2,-104.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,46.6,10.3,2.6,-90.5,-185.2,-104.7
기타포괄이익,-8.1,5.3,8.9,2.2,19.2,768.7
총포괄이익,38.5,15.6,11.5,-88.3,-166.1,-88.1
*주당계속사업이익,107,24,6,-203,-359,-77
*주당순이익,107,24,6,-203,-359,-77
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,107,24,6,-203,-359,-77
*(지배주주지분)주당순이익,107,24,6,-203,-359,-77
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
