항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),527.0,541.4,666.6,587.4,747.4,27.2
*내수,527.0,,666.6,586.9,,
*수출,,,,0.6,,
매출원가,447.1,442.6,565.3,490.4,648.8,32.3
매출총이익,79.9,98.9,101.3,97.0,98.6,1.6
판매비와관리비,70.2,84.4,83.8,80.6,90.3,12.1
영업이익,9.7,14.5,17.5,16.4,8.3,-49.6
*기타영업손익,,,,,,
영업이익(발표기준),9.7,14.5,17.5,16.4,8.3,-49.6
*[구K-IFRS]영업이익,,,,,,
금융수익,1.2,1.3,0.6,0.9,2.3,156.9
금융원가,7.9,4.8,4.8,6.0,4.0,-33.0
기타영업외손익,-1.4,-5.9,-4.7,-3.0,-4.6,-54.6
"종속기업,공동지배기업및관계기업관련손익",,,,,-1.0,
법인세비용차감전계속사업이익,1.7,5.0,8.7,8.3,0.9,-89.2
법인세비용,,0.9,-0.4,1.9,1.5,-21.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,1.7,4.1,9.1,6.3,-0.6,-109.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,1.7,4.1,9.1,6.3,-0.6,-109.7
기타포괄이익,2.5,-0.9,-0.2,-3.5,1.0,127.3
총포괄이익,4.2,3.2,8.9,2.8,0.3,-87.6
*주당계속사업이익,2,5,12,820,-79,-110
*주당순이익,2,5,12,820,-79,-110
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,2,5,12,820,-79,-110
*(지배주주지분)주당순이익,2,5,12,820,-79,-110
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
