항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"4,854.4","5,261.1","5,037.8","3,032.1","3,455.3",14.0
*내수,"4,854.4","5,261.1","5,290.0",,,
*수출,,,,,,
매출원가,"4,339.4","4,762.4","4,594.2","3,288.6","3,239.7",-1.5
매출총이익,515.1,498.7,443.6,-256.5,215.7,184.1
판매비와관리비,245.0,251.8,219.6,249.3,224.7,-9.9
영업이익,270.1,246.9,224.1,-505.8,-9.0,98.2
*기타영업손익,,,,,,
영업이익(발표기준),270.1,246.9,224.1,-505.8,-9.0,98.2
*[구K-IFRS]영업이익,,,,,,
금융수익,15.2,20.4,24.0,18.2,17.5,-3.9
금융원가,2.7,0.1,16.3,19.1,11.9,-37.6
기타영업외손익,-9.0,-24.3,-14.6,-42.3,7.6,117.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,273.6,242.9,217.2,-549.0,4.1,100.8
법인세비용,49.9,54.6,51.7,-107.0,-1.2,98.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,223.8,188.4,165.5,-442.0,5.3,101.2
중단사업이익,,,-2.9,-32.6,27.2,183.6
*중단사업법인세효과,,,-0.8,,,
당기순이익,223.8,188.4,162.6,-474.6,32.5,106.8
기타포괄이익,131.6,-139.8,-92.9,0.2,142.9,"82,553.5"
총포괄이익,355.4,48.6,69.7,-474.4,175.4,137.0
*주당계속사업이익,"7,316","6,159","5,411","-14,454",173,101
*주당순이익,"7,316","6,159","5,318","-15,519","1,063",107
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"7,316","6,159","5,411","-14,454",173,101
*(지배주주지분)주당순이익,"7,316","6,159","5,318","-15,519","1,063",107
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
