항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"2,761.7","2,867.9","2,693.4","2,459.9","2,999.5",21.9
*내수,"1,709.8",,"1,496.9","1,416.5",,
*수출,"1,052.0",,"1,196.5","1,043.4",,
매출원가,"2,533.0","2,631.8","2,484.2","2,258.7","2,791.2",23.6
매출총이익,228.7,236.1,209.2,201.2,208.3,3.5
판매비와관리비,103.2,104.7,101.2,101.3,112.8,11.4
영업이익,125.6,131.4,108.0,99.9,95.5,-4.4
*기타영업손익,,,,,,
영업이익(발표기준),125.6,131.4,108.0,99.9,95.5,-4.4
*[구K-IFRS]영업이익,,,,,,
금융수익,3.7,7.3,10.3,8.4,8.5,1.0
금융원가,6.7,1.4,1.5,0.7,0.1,-82.9
기타영업외손익,11.0,16.4,22.0,9.6,21.1,118.7
"종속기업,공동지배기업및관계기업관련손익",7.9,4.3,-0.4,-10.9,-6.9,36.7
법인세비용차감전계속사업이익,141.4,158.0,138.4,106.4,118.0,11.0
법인세비용,31.5,38.7,34.0,25.2,30.0,19.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,110.0,119.3,104.3,81.2,88.0,8.4
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,110.0,119.3,104.3,81.2,88.0,8.4
기타포괄이익,-2.4,13.8,-2.0,-3.1,13.4,528.0
총포괄이익,107.6,133.1,102.3,78.1,101.4,29.9
*주당계속사업이익,275,298,261,204,222,9
*주당순이익,275,298,261,204,222,9
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,275,298,261,204,222,9
*(지배주주지분)주당순이익,275,298,261,204,222,9
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
