항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"3,711.1","2,830.7","2,320.1","2,638.6","3,104.8",17.7
*내수,"3,644.1",,"2,149.1","2,473.1",,
*수출,67.0,,171.0,165.5,,
매출원가,"3,045.9","2,270.1","1,945.6","2,298.9","2,669.5",16.1
매출총이익,665.2,560.6,374.5,339.7,435.3,28.2
판매비와관리비,315.7,305.5,299.9,282.3,287.2,1.7
영업이익,349.4,255.0,74.5,57.4,148.1,158.2
*기타영업손익,,,,,,
영업이익(발표기준),349.4,255.0,74.5,57.4,148.1,158.2
*[구K-IFRS]영업이익,,,,,,
금융수익,1.1,2.4,1.4,0.8,1.0,28.0
금융원가,10.7,10.2,26.6,28.1,29.5,4.9
기타영업외손익,11.4,-11.3,-10.5,20.8,19.3,-6.8
"종속기업,공동지배기업및관계기업관련손익",4.9,1.3,1.7,5.2,2.6,-49.9
법인세비용차감전계속사업이익,356.1,237.1,40.5,56.0,141.6,152.7
법인세비용,73.8,56.1,7.8,11.5,23.5,105.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,282.4,181.1,32.7,44.6,118.1,164.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,282.4,181.1,32.7,44.6,118.1,164.9
기타포괄이익,1.1,-30.6,32.3,2.7,-12.9,-572.2
총포괄이익,283.5,150.5,65.0,47.3,105.2,122.3
*주당계속사업이익,"1,364",875,158,215,571,166
*주당순이익,"1,364",875,158,215,571,166
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,364",875,158,215,571,166
*(지배주주지분)주당순이익,"1,364",875,158,215,571,166
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
