항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),350.3,335.7,"1,832.0","1,314.8","1,257.8",-4.3
*내수,350.3,,"1,818.5","1,288.9",,
*수출,,,13.5,25.9,,
매출원가,240.9,245.3,"1,069.2",911.3,809.2,-11.2
매출총이익,109.4,90.5,762.8,403.5,448.6,11.2
판매비와관리비,42.5,44.7,588.5,544.4,429.3,-21.1
영업이익,66.9,45.8,174.3,-140.9,19.3,113.7
*기타영업손익,,,,,,
영업이익(발표기준),66.9,45.8,174.3,-140.9,19.3,113.7
*[구K-IFRS]영업이익,,,,,,
금융수익,18.3,47.5,12.8,1.7,0.9,-46.4
금융원가,38.1,49.9,22.4,13.7,33.3,144.2
기타영업외손익,-7.3,-2.7,-98.7,-23.9,-180.1,-654.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,39.8,40.6,66.0,-176.7,-193.2,-9.3
법인세비용,2.2,-52.3,-62.6,-22.6,-55.1,-144.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,37.6,92.9,128.7,-154.2,-138.1,10.4
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,37.6,92.9,128.7,-154.2,-138.1,10.4
기타포괄이익,-0.8,229.8,-4.4,30.2,90.6,200.0
총포괄이익,36.8,322.7,124.2,-124.0,-47.5,61.7
*주당계속사업이익,42,103,27,-201,-192,4
*주당순이익,42,103,27,-201,-192,4
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,42,103,27,-201,-192,4
*(지배주주지분)주당순이익,42,103,27,-201,-192,4
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
