항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
순이자이익,325.0,"1,833.9","2,475.6","4,080.3","6,213.0",,52.3,
순수수료이익,-382.6,-597.0,-541.9,68.4,522.1,,663.3,
금융상품관련이익,10.9,-39.8,123.0,-466.8,-845.6,,-81.2,
위험회피회계파생상품관련이익,,,,,,,,
외환거래(환율변동)이익,5.0,19.7,31.4,35.5,45.2,,27.4,
금융자산관련이익,-183.1,,,20.4,116.2,,470.2,
기타영업이익,-63.6,-130.9,-331.1,-506.4,-621.7,,-22.8,
순영업이익,-288.3,"1,086.0","1,757.0","3,231.4","5,429.2",,68.0,
*(회사기재상)순영업이익,,,,,,,,
판매비와관리비,753.7,"1,298.1","1,624.5","2,005.8","2,859.9",,42.6,
영업이익,"-1,042.1",-212.1,132.5,"1,225.5","2,569.4","4,242.7",109.7,65.1
영업외수익,0.1,0.1,0.5,1.3,3.0,,126.0,
영업외비용,0.4,0.9,1.4,3.5,5.1,,45.2,
법인세비용차감전계속사업이익,"-1,042.3",-212.8,131.7,"1,223.3","2,567.3","4,146.6",109.9,61.5
법인세비용,2.6,-3.3,-5.7,87.0,526.0,,504.9,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,"-1,044.9",-209.5,137.3,"1,136.4","2,041.2",,79.6,
중단사업이익,,,,,,,,
*중단사업이익법인세효과,,,,,,,,
당기순이익,"-1,044.9",-209.5,137.3,"1,136.4","2,041.2","3,191.2",79.6,56.3
기타포괄이익,-8.2,11.5,24.3,50.2,-355.4,,-807.6,
총포괄이익,"-1,053.1",-198.0,161.7,"1,186.6","1,685.8",,42.1,
*주당계속사업이익,,,50,309,467,,51,
*주당순이익,,,50,309,467,,51,
*희석주당계속사업이익,,,,,464,,,
*희석주당순이익,,,,,464,,,
*(지배주주지분)주당계속사업이익,,,50,309,467,,51,
*(지배주주지분)주당순이익,,,50,309,467,671,51,44
*(지배주주지분)희석주당계속사업이익,,,,,464,,,
*(지배주주지분)희석주당순이익,,,,,464,,,
