항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,808.5","2,613.0","1,946.7","2,012.7","2,277.0",13.1
*내수,,"2,378.9","1,613.7","1,633.4",,
*수출,,234.1,333.0,347.3,,
매출원가,"1,492.9","2,159.3","1,681.3","1,723.2","1,971.6",14.4
매출총이익,315.6,453.7,265.4,289.5,305.5,5.5
판매비와관리비,147.5,154.2,177.8,179.2,172.5,-3.7
영업이익,168.1,299.5,87.6,110.3,132.9,20.5
*기타영업손익,,,,,,
영업이익(발표기준),168.1,299.5,87.6,110.3,132.9,20.5
*[구K-IFRS]영업이익,,,,,,
금융수익,5.8,7.5,6.1,1.9,2.7,44.4
금융원가,13.7,3.2,2.1,1.9,1.7,-9.6
기타영업외손익,0.6,-30.9,0.9,-31.4,41.0,230.6
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,160.8,272.9,92.5,78.9,175.0,121.8
법인세비용,-15.0,8.1,12.9,15.6,44.8,188.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,175.8,264.8,79.6,63.3,130.2,105.5
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,175.8,264.8,79.6,63.3,130.2,105.5
기타포괄이익,-11.0,-2.8,-7.0,-2.5,2.4,193.3
총포괄이익,164.7,262.0,72.7,60.8,132.5,118.0
*주당계속사업이익,"1,279","1,944",589,479,994,108
*주당순이익,"1,279","1,944",589,479,994,108
*희석주당계속사업이익,"1,277",,,,,
*희석주당순이익,"1,277",,,,,
*(지배주주지분)주당계속사업이익,"1,279","1,944",589,479,994,108
*(지배주주지분)주당순이익,"1,279","1,944",589,479,994,108
*(지배주주지분)희석주당계속사업이익,"1,277",,,,,
*(지배주주지분)희석주당순이익,"1,277",,,,,
