항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"3,462.7","3,649.6","3,909.7","4,153.1","6,915.3",66.5
*내수,"3,318.8",,"3,681.7","3,232.4",,
*수출,143.8,,227.9,920.7,,
매출원가,"3,237.5","3,469.3","3,838.6","3,914.6","6,301.0",61.0
매출총이익,225.1,180.4,71.1,238.5,614.3,157.6
판매비와관리비,140.1,135.0,145.3,165.7,214.1,29.3
영업이익,85.1,45.4,-74.2,72.8,400.1,449.5
*기타영업손익,,,,,,
영업이익(발표기준),85.1,45.4,-74.2,72.8,400.1,449.5
*[구K-IFRS]영업이익,,,,,,
금융수익,122.3,2.4,2.4,18.6,7.0,-62.2
금융원가,98.7,111.3,86.0,86.9,93.3,7.4
기타영업외손익,3.5,26.2,-27.2,36.6,18.2,-50.2
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,112.2,-37.4,-185.1,41.2,332.0,706.6
법인세비용,-3.7,19.8,30.2,5.0,-35.8,-815.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,116.0,-57.2,-215.2,36.2,367.8,917.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,116.0,-57.2,-215.2,36.2,367.8,917.3
기타포괄이익,-86.4,-2.1,-48.8,-17.7,-15.2,14.5
총포괄이익,29.5,-59.3,-264.0,18.4,352.7,"1,815.1"
*주당계속사업이익,643,-309,-665,95,691,627
*주당순이익,643,-309,-665,95,691,627
*희석주당계속사업이익,,,,,618,
*희석주당순이익,,,,,618,
*(지배주주지분)주당계속사업이익,643,-309,-665,95,691,627
*(지배주주지분)주당순이익,643,-309,-665,95,691,627
*(지배주주지분)희석주당계속사업이익,,,,,618,
*(지배주주지분)희석주당순이익,,,,,618,
