항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"3,209.2","3,885.3","3,866.1","3,815.4","3,812.1",-0.1
*내수,,,-122.1,"3,600.5",,
*수출,,,"3,988.3",214.9,,
매출원가,"2,035.9","2,464.8","2,465.2","2,487.4","2,582.2",3.8
매출총이익,"1,173.3","1,420.5","1,401.0","1,327.9","1,229.9",-7.4
판매비와관리비,961.9,"1,218.0","1,135.8","1,093.4","1,071.2",-2.0
영업이익,211.4,202.6,265.2,234.5,158.8,-32.3
*기타영업손익,,,,,,
영업이익(발표기준),211.4,202.6,265.2,234.5,158.8,-32.3
*[구K-IFRS]영업이익,,,,,,
금융수익,0.7,0.9,3.0,6.3,23.6,274.1
금융원가,26.5,28.7,24.6,21.4,14.8,-30.8
기타영업외손익,-6.7,2.4,0.9,-18.5,3.2,117.0
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,178.8,177.2,244.5,200.9,170.7,-15.0
법인세비용,42.1,40.3,55.1,38.9,39.7,2.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,136.7,136.8,189.4,162.1,131.0,-19.2
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,136.7,136.8,189.4,162.1,131.0,-19.2
기타포괄이익,-19.9,2.0,-17.5,21.5,-20.2,-193.8
총포괄이익,116.7,138.8,171.9,183.6,110.8,-39.6
*주당계속사업이익,"1,028","1,029","1,425","1,247","1,024",-18
*주당순이익,"1,028","1,029","1,425","1,247","1,024",-18
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,028","1,029","1,425","1,247","1,024",-18
*(지배주주지분)주당순이익,"1,028","1,029","1,425","1,247","1,024",-18
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
