항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"44,058.2","43,244.9","42,843.9","48,901.5","54,104.1",10.6
*내수,,,,"48,901.5",,
*수출,,,,,,
매출원가,"39,456.9","38,839.5","38,204.4","42,925.7","47,475.2",10.6
매출총이익,"4,601.3","4,405.4","4,639.5","5,975.8","6,629.0",10.9
판매비와관리비,"3,511.4","3,355.3","3,295.6","3,261.3","3,307.0",1.4
영업이익,"1,089.9","1,050.2","1,344.0","2,714.5","3,322.0",22.4
*기타영업손익,,,,,,
영업이익(발표기준),"1,089.9","1,050.2","1,344.0","2,714.5","3,322.0",22.4
*[구K-IFRS]영업이익,,,,,,
금융수익,316.6,346.0,338.3,248.7,563.8,126.7
금융원가,982.9,945.9,984.3,913.1,694.1,-24.0
기타영업외손익,714.5,-331.9,-653.0,-226.2,-770.5,-240.6
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,"1,138.1",118.5,45.1,"1,823.8","2,421.2",32.8
법인세비용,152.9,163.7,141.8,409.9,717.2,75.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,985.2,-45.2,-96.7,"1,413.9","1,703.9",20.5
중단사업이익,,,-125.5,252.1,,
*중단사업법인세효과,,,4.4,,,
당기순이익,985.2,-45.2,-222.2,"1,666.1","1,703.9",2.3
기타포괄이익,763.5,-441.5,-847.3,-178.8,330.4,284.8
총포괄이익,"1,748.7",-486.8,"-1,069.6","1,487.3","2,034.4",36.8
*주당계속사업이익,"6,558",-358,"-1,097","9,061","10,125",12
*주당순이익,"6,558",-358,"-1,945","10,889","10,125",-7
*희석주당계속사업이익,"6,389",-347,,"9,015","9,954",10
*희석주당순이익,"6,389",-347,,"10,833","9,954",-8
*(지배주주지분)주당계속사업이익,"6,558",-358,"-1,097","9,061","10,125",12
*(지배주주지분)주당순이익,"6,558",-358,"-1,945","10,889","10,125",-7
*(지배주주지분)희석주당계속사업이익,"6,389",-347,,"9,015","9,954",10
*(지배주주지분)희석주당순이익,"6,389",-347,,"10,833","9,954",-8
