항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"5,413.0","5,792.6","4,402.3","2,547.2","5,824.3",128.7
*내수,"2,504.4",,"2,356.0","1,458.7",,
*수출,"2,908.5",,"2,046.4","1,088.5",,
매출원가,"5,035.6","5,491.7","4,739.6","3,023.3","5,672.6",87.6
매출총이익,377.4,300.9,-337.3,-476.1,151.7,131.9
판매비와관리비,135.0,144.4,136.6,118.6,115.7,-2.5
영업이익,242.4,156.4,-473.9,-594.7,36.0,106.1
*기타영업손익,,,,,,
영업이익(발표기준),242.4,156.4,-473.9,-594.7,36.0,106.1
*[구K-IFRS]영업이익,,,,,,
금융수익,6.7,7.0,13.7,13.0,4.3,-66.9
금융원가,47.0,30.3,26.0,30.9,37.6,21.4
기타영업외손익,-33.6,4.5,-136.9,-2.9,15.9,639.5
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,168.5,137.7,-623.1,-615.6,18.7,103.0
법인세비용,45.0,37.3,205.1,-1.7,-0.9,46.3
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,123.5,100.4,-828.2,-613.9,19.6,103.2
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,123.5,100.4,-828.2,-613.9,19.6,103.2
기타포괄이익,-7.0,-19.4,-3.6,6.5,-1.1,-116.7
총포괄이익,116.5,81.0,-831.8,-607.3,18.5,103.0
*주당계속사업이익,309,251,"-2,070","-1,535",49,103
*주당순이익,309,251,"-2,070","-1,535",49,103
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,309,251,"-2,070","-1,535",49,103
*(지배주주지분)주당순이익,309,251,"-2,070","-1,535",49,103
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
