항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
매출액(수익),"225,716.5","251,739.4","244,225.7","214,723.9","339,488.6","379,464.6",58.1,11.8
*내수,,,"162,123.5",,,,,
*수출,,,"82,102.3",,,,,
매출원가,"212,631.1","241,998.8","232,979.8","205,473.2","328,141.5",,59.7,
매출총이익,"13,085.4","9,740.6","11,245.9","9,250.7","11,347.2","15,947.4",22.7,40.5
판매비와관리비,"9,072.3","5,014.3","5,192.8","4,505.9","5,493.3",,21.9,
영업이익,"4,013.1","4,726.2","6,053.2","4,744.8","5,853.9","7,707.4",23.4,31.7
*기타영업손익,,,,,,,,
영업이익(발표기준),"4,013.1","4,726.2","6,053.2","4,744.8","5,853.9",,23.4,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,"8,929.3","7,598.0","7,973.2","11,763.5","12,437.3",,5.7,
금융원가,"10,034.2","9,192.9","9,225.2","12,605.5","13,190.8",,4.6,
기타영업외손익,-743.2,"-1,531.4","-2,052.4",-819.0,-814.3,,0.6,
"종속기업,공동지배기업및관계기업관련손익",314.6,160.9,551.0,188.0,601.0,,219.7,
법인세비용차감전계속사업이익,"2,479.6","1,760.9","3,299.8","3,271.7","4,887.0","6,863.4",49.4,40.4
법인세비용,811.4,603.4,"1,275.8",976.5,"1,322.1",,35.4,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,"1,668.2","1,157.4","2,024.0","2,295.2","3,564.9",,55.3,
중단사업이익,,,,,,,,
*중단사업법인세효과,,,,,,,,
당기순이익,"1,668.2","1,157.4","2,024.0","2,295.2","3,564.9","4,938.4",55.3,38.5
기타포괄이익,-933.1,-59.5,218.0,-406.7,519.7,,227.8,
총포괄이익,735.1,"1,097.9","2,242.0","1,888.6","4,084.5",,116.3,
*주당계속사업이익,"1,444","1,258","1,697","1,934","2,924",,51,
*주당순이익,"1,444","1,258","1,697","1,934","2,924",,51,
*희석주당계속사업이익,,,,,,,,
*희석주당순이익,,,,,,,,
*(지배주주지분)주당계속사업이익,"1,444","1,258","1,697","1,934","2,924",,51,
*(지배주주지분)주당순이익,"1,444","1,258","1,697","1,934","2,924","3,946",51,35
*(지배주주지분)희석주당계속사업이익,,,,,,,,
*(지배주주지분)희석주당순이익,,,,,,,,
