주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,403,314,497,801,334
영업이익,67,-3,-79,162,-131
영업이익(발표기준),67,-3,-79,162,-131
세전계속사업이익,65,0,-99,138,-520
당기순이익,87,-24,-93,125,-520
  당기순이익(지배),87,-24,-93,125,-520
  당기순이익(비지배),,,,,
자산총계,162,362,984,987,457
부채총계,147,101,795,385,176
자본총계,14,260,189,602,282
  자본총계(지배),14,260,189,602,282
  자본총계(비지배),,,,,
자본금,207,152,152,172,185
영업활동현금흐름,48,24,-110,209,15
투자활동현금흐름,-3,-160,-115,-466,19
재무활동현금흐름,-34,190,260,258,-7
CAPEX,2,157,86,455,23
FCF,46,-134,-196,-245,-8
이자발생부채,110,30,283,322,116
영업이익률,16.50,-1.02,-15.83,20.16,-39.06
순이익률,21.52,-7.56,-18.67,15.54,-155.64
ROE(%),-298.15,-17.31,-41.23,31.49,-117.77
ROA(%),70.19,-9.08,-13.78,12.64,-72.04
부채비율,"1,031.28",38.95,419.46,63.95,62.46
자본유보율,-93.10,71.26,24.64,248.83,52.19
EPS(원),457,-90,-305,367,"-1,422"
PER(배),,,,30.23,N/A
BPS(원),75,856,623,"1,744",761
PBR(배),0.00,0.00,0.00,6.36,7.29
현금DPS(원),0,0,0,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"19,000,000","30,400,000","30,400,000","34,500,000","37,000,000"
