주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,209,190,185,143,150
영업이익,40,33,17,2,16
영업이익(발표기준),40,33,17,2,16
세전계속사업이익,45,45,40,25,27
당기순이익,37,36,34,21,23
  당기순이익(지배),37,36,34,21,23
  당기순이익(비지배),,,,,
자산총계,755,790,818,808,826
부채총계,97,98,104,85,91
자본총계,658,692,714,723,735
  자본총계(지배),658,692,714,723,735
  자본총계(비지배),,,,,
자본금,76,76,76,76,76
영업활동현금흐름,36,11,29,13,79
투자활동현금흐름,-84,54,-55,1,-41
재무활동현금흐름,-9,-8,-9,-19,-11
CAPEX,10,0,,1,0
FCF,27,11,29,12,78
이자발생부채,4,4,8,1,0
영업이익률,18.96,17.26,9.05,1.41,10.76
순이익률,17.58,18.95,18.54,14.98,15.49
ROE(%),5.68,5.34,4.87,2.99,3.19
ROA(%),4.94,4.66,4.25,2.64,2.85
부채비율,14.66,14.22,14.62,11.73,12.38
자본유보율,762.88,809.74,838.62,850.75,867.29
EPS(원),241,236,224,141,153
PER(배),23.69,29.74,21.64,28.51,28.49
BPS(원),"4,318","4,538","4,681","4,741","4,824"
PBR(배),1.32,1.55,1.04,0.85,0.90
현금DPS(원),80,80,80,70,70
현금배당수익률,1.40,1.14,1.65,1.75,1.61
현금배당성향(%),33.24,33.85,35.65,49.77,45.85
발행주식수(보통주),"15,246,000","15,246,000","15,246,000","15,246,000","15,246,000"
