주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,519","1,529","1,087",868,"1,139"
영업이익,62,46,23,15,5
영업이익(발표기준),62,46,23,15,5
세전계속사업이익,44,44,26,-14,303
당기순이익,33,28,17,-13,227
  당기순이익(지배),33,28,17,-13,227
  당기순이익(비지배),,,,,
자산총계,"1,235","1,180","1,209","1,430","1,615"
부채총계,330,258,275,515,484
자본총계,904,922,934,915,"1,131"
  자본총계(지배),904,922,934,915,"1,131"
  자본총계(비지배),,,,,
자본금,18,18,18,18,18
영업활동현금흐름,-45,134,106,43,-71
투자활동현금흐름,29,-67,-85,-285,335
재무활동현금흐름,21,-12,3,224,-193
CAPEX,2,36,219,293,150
FCF,-48,98,-114,-249,-222
이자발생부채,115,110,118,350,182
영업이익률,4.07,3.01,2.15,1.68,0.44
순이익률,2.20,1.86,1.54,-1.51,19.92
ROE(%),3.74,3.11,1.80,-1.42,22.18
ROA(%),2.76,2.36,1.40,-0.99,14.90
부채비율,36.55,27.99,29.43,56.25,42.82
자본유보율,"4,971.07","5,073.84","5,132.39","5,028.51","6,261.50"
EPS(원),952,810,475,-374,"6,465"
PER(배),12.61,12.90,24.19,N/A,2.47
BPS(원),"25,759","26,273","26,611","26,082","32,210"
PBR(배),0.47,0.40,0.43,0.39,0.50
현금DPS(원),150,150,150,50,120
현금배당수익률,1.25,1.44,1.30,0.49,0.75
현금배당성향(%),15.76,18.52,31.55,-13.38,1.86
발행주식수(보통주),"3,510,000","3,510,000","3,510,000","3,510,000","3,510,000"
