주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,430","1,307","1,328","1,255","1,446"
영업이익,10,2,-4,8,45
영업이익(발표기준),10,2,-4,8,45
세전계속사업이익,-15,-29,-2,-6,56
당기순이익,-13,-31,-1,-2,46
  당기순이익(지배),-18,-23,-2,8,39
  당기순이익(비지배),5,-8,1,-10,7
자산총계,"1,060","1,093","1,109","1,220","1,154"
부채총계,597,667,683,804,698
자본총계,463,426,426,416,456
  자본총계(지배),413,382,379,382,412
  자본총계(비지배),50,,47,34,44
자본금,36,36,36,36,36
영업활동현금흐름,77,27,61,149,93
투자활동현금흐름,-81,-61,-56,-94,-90
재무활동현금흐름,-28,11,-34,-17,-34
CAPEX,73,55,55,107,97
FCF,4,-28,6,41,-4
이자발생부채,201,228,228,223,211
영업이익률,0.67,0.13,-0.28,0.62,3.11
순이익률,-0.90,-2.34,-0.11,-0.17,3.16
ROE(%),-4.20,-5.70,-0.58,2.18,9.71
ROA(%),-1.15,-2.84,-0.13,-0.18,3.84
부채비율,128.97,156.43,160.53,193.34,152.95
자본유보율,"1,061.22",967.52,956.50,962.91,"1,060.67"
EPS(원),-244,-310,-30,114,528
PER(배),N/A,N/A,N/A,75.11,15.47
BPS(원),"5,655","5,229","5,186","5,231","5,639"
PBR(배),1.48,1.60,1.56,1.63,1.45
현금DPS(원),50,50,30,50,60
현금배당수익률,0.60,0.60,0.37,0.59,0.73
현금배당성향(%),-20.51,-16.13,-99.30,43.97,11.36
발행주식수(보통주),"7,300,000","7,300,000","7,300,000","7,300,000","7,300,000"
