주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"8,055","3,139","4,392","3,237","4,470","6,064","7,548","8,840"
영업이익,615,-662,-168,-277,32,439,545,700
영업이익(발표기준),615,-662,-168,-277,32,,,
세전계속사업이익,522,-635,-172,-344,6,410,591,720
당기순이익,416,-794,-283,-436,-2,354,488,580
  당기순이익(지배),360,-827,-283,-436,-2,342,484,580
  당기순이익(비지배),56,33,,,,,,
자산총계,"5,543","3,682","3,514","3,279","3,562","4,219","5,390","6,060"
부채총계,"1,973","1,239","1,336","1,579","1,770","2,139","2,770","2,820"
자본총계,"3,571","2,443","2,178","1,700","1,792","2,080","2,620","3,240"
  자본총계(지배),"3,246","2,443","2,178","1,700","1,792","2,079","2,618","3,240"
  자본총계(비지배),325,,,,,,,
자본금,117,117,117,117,117,118,118,120
영업활동현금흐름,670,-369,145,23,112,652,664,890
투자활동현금흐름,-753,-482,223,-229,-67,-87,-42,-50
재무활동현금흐름,301,645,-168,163,-53,20,252,30
CAPEX,689,182,78,249,99,102,45,
FCF,-18,-551,67,-226,13,446,500,560
이자발생부채,658,498,343,508,457,,,
영업이익률,7.63,-21.09,-3.82,-8.57,0.72,7.24,7.22,7.92
순이익률,5.17,-25.30,-6.44,-13.47,-0.05,5.85,6.46,6.56
ROE(%),13.39,-29.08,-12.23,-22.49,-0.14,17.69,20.63,19.80
ROA(%),8.45,-17.22,-7.86,-12.84,-0.07,9.11,10.16,10.13
부채비율,55.25,50.72,61.32,92.92,98.75,102.85,105.69,87.04
자본유보율,"2,728.41","2,019.86","1,772.97","1,386.99","1,389.40",,,
EPS(원),"1,636","-3,546","-1,212","-1,870",-10,"1,468","2,077","2,486"
PER(배),27.38,N/A,N/A,N/A,N/A,10.53,7.44,6.21
BPS(원),"13,914","10,474","9,337","7,286","7,683","8,912","11,221","13,889"
PBR(배),3.22,1.04,1.83,2.38,2.21,1.73,1.38,1.11
현금DPS(원),0,,,,,0,0,0
현금배당수익률,0.00,,,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"23,327,472","23,327,472","23,327,472","23,327,472","23,327,472",,,
