주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,168,184,190,177,228
영업이익,11,42,-8,25,41
영업이익(발표기준),11,42,-8,25,41
세전계속사업이익,5,80,-12,21,37
당기순이익,5,80,-12,21,54
  당기순이익(지배),5,80,-12,21,54
  당기순이익(비지배),,,,,
자산총계,494,569,578,601,652
부채총계,42,37,59,66,58
자본총계,451,532,519,536,594
  자본총계(지배),451,532,519,536,594
  자본총계(비지배),,,,,
자본금,88,88,88,88,88
영업활동현금흐름,30,46,36,18,9
투자활동현금흐름,-102,-3,-70,-10,-6
재무활동현금흐름,,,-1,-2,-2
CAPEX,3,3,1,4,6
FCF,27,43,35,14,3
이자발생부채,10,10,18,17,17
영업이익률,6.39,22.66,-4.01,14.03,17.96
순이익률,3.22,43.34,-6.33,12.12,23.46
ROE(%),1.21,16.26,-2.29,4.06,9.49
ROA(%),1.10,15.05,-2.10,3.63,8.55
부채비율,9.37,6.90,11.42,12.27,9.85
자본유보율,408.73,507.47,493.80,518.16,579.19
EPS(원),6,91,-14,24,61
PER(배),341.02,18.84,N/A,110.40,35.97
BPS(원),514,606,590,610,676
PBR(배),4.10,2.83,3.31,4.41,3.25
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"87,826,844","87,826,844","87,826,844","87,826,844","87,826,844"
