주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,135,158,124,118,163
영업이익,-65,-24,-5,4,25
영업이익(발표기준),-65,-24,-5,4,25
세전계속사업이익,-63,-20,0,6,27
당기순이익,-63,-23,-4,6,27
  당기순이익(지배),-63,-23,-4,6,27
  당기순이익(비지배),,,,,
자산총계,309,280,259,272,311
부채총계,42,37,20,26,38
자본총계,267,244,240,246,273
  자본총계(지배),267,244,240,246,273
  자본총계(비지배),,,,,
자본금,33,33,33,33,33
영업활동현금흐름,-69,-9,-20,-20,30
투자활동현금흐름,7,36,-28,-38,-23
재무활동현금흐름,,,0,0,0
CAPEX,2,1,2,3,1
FCF,-71,-10,-21,-23,30
이자발생부채,0,0,0,0,0
영업이익률,-48.10,-15.09,-3.92,3.38,15.22
순이익률,-47.02,-14.81,-3.02,4.87,16.84
ROE(%),-21.21,-9.19,-1.54,2.38,10.56
ROA(%),-18.38,-7.96,-1.38,2.17,9.39
부채비율,15.66,15.08,8.16,10.64,14.06
자본유보율,742.86,672.28,660.86,678.52,762.38
EPS(원),-970,-359,-57,88,419
PER(배),N/A,N/A,N/A,62.15,18.22
BPS(원),"4,171","3,806","3,747","3,837","4,265"
PBR(배),1.20,1.09,1.13,1.43,1.79
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"6,530,014","6,530,014","6,530,014","6,530,014","6,530,014"
