주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,062","1,036","1,101","1,154","1,158","1,354","1,531","1,754"
영업이익,187,133,105,157,125,204,249,287
영업이익(발표기준),187,133,105,157,125,,,
세전계속사업이익,148,108,84,126,94,200,247,294
당기순이익,115,82,58,104,90,171,209,244
  당기순이익(지배),115,82,58,104,90,170,209,244
  당기순이익(비지배),,,,,,,,
자산총계,"1,724","1,767","1,801","1,999","2,110","2,276","2,506","2,787"
부채총계,513,536,565,626,676,696,744,802
자본총계,"1,211","1,232","1,236","1,374","1,435","1,580","1,762","1,984"
  자본총계(지배),"1,211","1,232","1,236","1,374","1,435","1,580","1,762","1,984"
  자본총계(비지배),,,,,,,,
자본금,32,32,32,32,60,60,60,60
영업활동현금흐름,180,199,186,198,261,240,270,294
투자활동현금흐름,-71,-146,-68,-178,-226,-14,-105,-107
재무활동현금흐름,-169,-77,-97,27,-44,-18,-11,2
CAPEX,63,44,48,71,28,20,22,20
FCF,117,155,138,127,233,,,
이자발생부채,247,224,192,264,247,,,
영업이익률,17.65,12.83,9.50,13.61,10.79,15.05,16.27,16.37
순이익률,10.79,7.87,5.27,9.05,7.73,12.61,13.63,13.91
ROE(%),9.82,6.68,4.70,8.00,6.37,11.25,12.53,13.03
ROA(%),6.57,4.67,3.25,5.50,4.36,7.78,8.73,9.22
부채비율,42.33,43.49,45.71,45.56,47.08,44.02,42.22,40.44
자본유보율,"3,972.06","4,146.73","4,271.08","4,554.93","2,439.29",,,
EPS(원),948,675,480,864,740,"1,403","1,731","2,018"
PER(배),31.72,26.08,32.32,21.81,18.84,12.65,10.25,8.79
BPS(원),"10,261","10,553","10,659","11,925","12,458","13,721","15,298","17,230"
PBR(배),2.93,1.67,1.45,1.58,1.12,1.29,1.16,1.03
현금DPS(원),157,183,209,209,200,200,233,300
현금배당수익률,0.52,1.04,1.35,1.11,1.43,1.13,1.31,1.69
현금배당성향(%),15.83,25.48,40.26,22.06,25.74,14.25,13.48,14.87
발행주식수(보통주),"12,089,892","12,089,892","12,089,892","12,089,892","12,089,892",,,
