주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,664,517,537,754,"1,091"
영업이익,53,12,17,46,88
영업이익(발표기준),53,12,17,46,88
세전계속사업이익,104,7,70,85,169
당기순이익,84,4,51,65,131
  당기순이익(지배),80,6,50,65,127
  당기순이익(비지배),4,-1,1,0,4
자산총계,"1,572","1,563","1,622","1,714","1,839"
부채총계,227,221,236,284,290
자본총계,"1,346","1,343","1,387","1,430","1,549"
  자본총계(지배),"1,287","1,285","1,327","1,379","1,494"
  자본총계(비지배),59,,60,51,55
자본금,59,59,59,59,59
영업활동현금흐름,-42,7,-26,153,-33
투자활동현금흐름,34,5,132,-90,-62
재무활동현금흐름,-13,-12,-8,-8,-12
CAPEX,1,0,,2,
FCF,-42,7,-26,151,-33
이자발생부채,1,0,0,0,0
영업이익률,8.03,2.29,3.13,6.09,8.09
순이익률,12.70,0.87,9.54,8.66,12.01
ROE(%),6.41,0.46,3.81,4.79,8.83
ROA(%),5.48,0.29,3.22,3.91,7.38
부채비율,16.86,16.45,17.00,19.87,18.74
자본유보율,"2,091.40","2,081.47","2,159.19","2,255.51","2,451.54"
EPS(원),683,50,424,552,"1,080"
PER(배),8.34,217.60,38.00,23.75,8.05
BPS(원),"10,960","10,942","11,305","11,748","12,722"
PBR(배),0.52,1.00,1.42,1.12,0.68
현금DPS(원),100,70,70,100,150
현금배당수익률,1.75,0.64,0.43,0.76,1.72
현금배당성향(%),14.64,139.11,16.52,18.13,13.89
발행주식수(보통주),"11,740,000","11,740,000","11,740,000","11,740,000","11,740,000"
