주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,1,5,17,29,9
영업이익,-139,-185,-215,-237,-251
영업이익(발표기준),-139,-185,-215,-237,-251
세전계속사업이익,148,-237,-464,-246,-257
당기순이익,169,-278,-464,-246,-257
  당기순이익(지배),171,-270,-456,-242,-251
  당기순이익(비지배),-2,-8,-8,-4,-6
자산총계,577,345,547,683,461
부채총계,993,692,359,251,159
자본총계,-417,-347,188,432,302
  자본총계(지배),-423,-348,193,434,308
  자본총계(비지배),,,-5,-2,-6
자본금,58,63,79,95,148
영업활동현금흐름,-116,-155,-168,-203,-196
투자활동현금흐름,-13,-158,29,65,-211
재무활동현금흐름,368,-18,391,331,0
CAPEX,12,23,8,22,11
FCF,-128,-178,-175,-225,-207
이자발생부채,443,390,290,211,114
영업이익률,"-12,426.92","-3,797.53","-1,261.23",-828.40,"-2,950.71"
순이익률,"15,071.32","-5,698.94","-2,722.49",-859.20,"-3,020.08"
ROE(%),-140.08,70.19,588.12,-77.11,-67.70
ROA(%),36.03,-60.36,-104.10,-39.98,-44.99
부채비율,-238.46,-199.61,191.28,58.00,52.76
자본유보율,-836.23,-654.23,129.26,343.83,92.14
EPS(원),991,"-1,499","-2,204",-995,-858
PER(배),,,N/A,N/A,N/A
BPS(원),"-2,450","-1,844",809,"1,531","1,042"
PBR(배),0.00,0.00,19.36,12.04,8.82
현금DPS(원),0,0,0,0,0
현금배당수익률,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"17,257,090","18,878,427","23,829,217","24,682,485","26,163,573"
