주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"7,756","9,634","2,504","2,357","4,172"
영업이익,"1,057","1,641",144,166,544
영업이익(발표기준),"1,057","1,641",144,166,544
세전계속사업이익,668,"1,466",-95,689,497
당기순이익,431,"1,030","1,193","14,444",300
  당기순이익(지배),412,995,"1,172","14,427",315
  당기순이익(비지배),19,34,21,18,-15
자산총계,"8,960","10,061","11,595","13,394","15,235"
부채총계,"2,461","2,723","3,178","3,033","4,191"
자본총계,"6,499","7,338","8,417","10,361","11,044"
  자본총계(지배),"6,450","7,255","8,313","10,356","10,834"
  자본총계(비지배),49,83,104,5,210
자본금,87,87,87,105,105
영업활동현금흐름,"1,127","1,857","1,951",709,45
투자활동현금흐름,-475,"-2,024",-437,"-2,866",-267
재무활동현금흐름,177,-121,139,-180,642
CAPEX,337,784,"1,015",948,226
FCF,790,"1,073",936,-239,-181
이자발생부채,"1,348","1,372","1,704","1,884","2,665"
영업이익률,13.63,17.03,5.76,7.03,13.05
순이익률,5.56,10.69,47.64,612.71,7.19
ROE(%),6.85,14.53,15.06,154.56,2.97
ROA(%),5.00,10.83,11.02,115.61,2.10
부채비율,37.87,37.11,37.76,29.27,37.94
자본유보율,"7,426.97","8,443.04","9,642.69","25,947.90","26,244.64"
EPS(원),"2,467","5,722","6,737","103,397","1,501"
PER(배),26.25,7.97,12.00,0.44,23.06
BPS(원),"38,014","43,001","49,271","50,120","52,436"
PBR(배),1.70,1.06,1.64,0.90,0.66
현금DPS(원),700,750,850,0,150
현금배당수익률,1.08,1.64,1.05,0.00,0.43
현금배당성향(%),28.83,12.71,12.23,0.00,9.85
발행주식수(보통주),"17,398,271","17,398,271","17,398,271","20,964,056","20,964,056"
