주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"12,078","10,888","9,389",404,357
영업이익,277,89,117,9,-5
영업이익(발표기준),277,89,117,9,-5
세전계속사업이익,67,37,132,360,198
당기순이익,-14,-59,34,266,149
  당기순이익(지배),-9,-33,14,266,149
  당기순이익(비지배),-6,-27,20,0,0
자산총계,"12,343","12,239","11,215","3,311","3,568"
부채총계,"6,368","6,126","4,972",547,618
자본총계,"5,975","6,113","6,243","2,764","2,950"
  자본총계(지배),"2,512","2,470","2,392","2,764","2,951"
  자본총계(비지배),"3,463",,"3,851",0,0
자본금,170,170,170,170,170
영업활동현금흐름,"1,071",-242,443,2,13
투자활동현금흐름,-593,-5,-111,-876,35
재무활동현금흐름,-499,345,40,-2,-19
CAPEX,198,181,230,33,6
FCF,873,-423,213,-31,8
이자발생부채,"3,127","3,261","2,937",402,386
영업이익률,2.30,0.82,1.25,2.26,-1.49
순이익률,-0.12,-0.55,0.36,65.78,41.61
ROE(%),-0.33,-1.31,0.56,10.30,5.21
ROA(%),-0.11,-0.48,0.29,3.66,4.32
부채비율,106.56,100.22,79.64,19.79,20.94
자본유보율,"1,465.95","1,433.40","1,391.76","1,545.71","1,633.02"
EPS(원),-25,-96,40,779,436
PER(배),N/A,N/A,46.47,2.01,5.46
BPS(원),"7,445","7,320","7,088","8,192","8,743"
PBR(배),0.39,0.32,0.26,0.19,0.27
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"34,087,196","34,087,196","34,087,196","34,087,196","34,087,196"
