주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,585,647,689,837,896
영업이익,-9,20,-28,66,101
영업이익(발표기준),-9,20,-28,66,101
세전계속사업이익,-35,13,-168,87,74
당기순이익,-29,20,-161,71,35
  당기순이익(지배),-34,16,-113,61,47
  당기순이익(비지배),4,3,-47,10,-12
자산총계,769,931,"1,346","1,467","1,775"
부채총계,518,663,801,783,878
자본총계,251,268,545,684,897
  자본총계(지배),231,240,379,402,623
  자본총계(비지배),20,,166,282,274
자본금,50,50,50,50,57
영업활동현금흐름,-1,51,33,90,112
투자활동현금흐름,-70,-108,-23,-11,-231
재무활동현금흐름,-6,122,121,-23,146
CAPEX,10,16,14,24,27
FCF,-10,35,19,66,86
이자발생부채,301,362,398,398,490
영업이익률,-1.47,3.15,-4.12,7.86,11.24
순이익률,-5.02,3.07,-23.35,8.54,3.88
ROE(%),-12.67,6.96,-36.66,15.70,9.18
ROA(%),-3.69,2.34,-14.14,5.08,2.15
부채비율,206.75,247.78,146.93,114.55,97.92
자본유보율,399.78,378.03,132.60,265.39,605.68
EPS(원),-342,166,"-1,146",619,429
PER(배),N/A,37.85,N/A,14.47,42.18
BPS(원),"2,386","2,532","4,113","4,610","6,196"
PBR(배),2.87,2.48,1.77,1.94,2.92
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"9,899,400","9,899,400","9,899,400","9,899,400","11,375,132"
