주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,836","2,186","2,902","3,163","1,743"
영업이익,63,14,226,326,4
영업이익(발표기준),63,14,226,326,4
세전계속사업이익,6,-22,186,258,11
당기순이익,-4,-14,141,168,12
  당기순이익(지배),-4,-14,141,168,12
  당기순이익(비지배),,,,,
자산총계,"1,892","1,869","2,019","1,791","1,592"
부채총계,"1,303","1,250","1,188",781,592
자본총계,589,619,832,"1,010",999
  자본총계(지배),589,619,832,"1,010",999
  자본총계(비지배),,,,,
자본금,73,82,89,90,90
영업활동현금흐름,-271,393,-286,710,-113
투자활동현금흐름,-375,-14,-23,-23,-83
재무활동현금흐름,616,-332,286,-394,-63
CAPEX,394,17,6,12,10
FCF,-665,376,-292,698,-123
이자발생부채,644,289,549,159,107
영업이익률,3.44,0.66,7.77,10.32,0.23
순이익률,-0.21,-0.66,4.87,5.32,0.68
ROE(%),-0.65,-2.39,19.50,18.28,1.18
ROA(%),-0.25,-0.77,7.27,8.84,0.70
부채비율,221.04,201.98,142.78,77.25,59.30
자본유보율,712.11,666.89,843.75,"1,025.34","1,013.67"
EPS(원),-26,-93,822,932,65
PER(배),N/A,N/A,8.44,6.75,74.41
BPS(원),"4,023","3,774","4,666","5,591","5,527"
PBR(배),0.93,1.07,1.49,1.13,0.88
현금DPS(원),100,0,,,
현금배당수익률,2.66,0.00,,,
현금배당성향(%),-382.32,0.00,0.00,0.00,
발행주식수(보통주),"14,650,592","16,399,472","17,827,681","18,074,350","18,074,350"
