주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,945,"1,612","1,492","1,207","1,461","2,044","3,251","3,720"
영업이익,-52,-106,-81,19,-5,217,394,505
영업이익(발표기준),-52,-106,-81,19,-5,,,
세전계속사업이익,-85,-155,-107,-32,-316,271,420,533
당기순이익,-75,-148,-111,-98,-382,160,344,436
  당기순이익(지배),-79,-139,-86,-56,-220,183,285,362
  당기순이익(비지배),4,-9,-25,-42,-162,,,
자산총계,"2,565","2,565","3,133","2,758","3,475","3,566","3,976","4,452"
부채총계,"1,257","1,274","1,915","1,624","1,727","1,597","1,663","1,702"
자본총계,"1,307","1,291","1,219","1,134","1,748","1,969","2,313","2,750"
  자본총계(지배),"1,277","1,179","1,110","1,053","1,288","1,472","1,757","2,120"
  자본총계(비지배),31,,108,80,460,,,
자본금,137,140,140,140,140,140,140,140
영업활동현금흐름,-215,177,-242,13,-419,307,636,753
투자활동현금흐름,-32,-163,-219,-286,-150,-57,-57,-58
재무활동현금흐름,43,270,434,-102,689,346,346,346
CAPEX,123,84,83,10,51,50,50,50
FCF,-338,93,-325,3,-470,-99,228,344
이자발생부채,463,624,"1,023",950,932,,,
영업이익률,-5.46,-6.58,-5.46,1.54,-0.34,10.61,12.12,13.58
순이익률,-7.89,-9.16,-7.43,-8.10,-26.14,7.80,10.58,11.72
ROE(%),-5.97,-11.29,-7.52,-5.14,-18.80,13.26,17.65,18.67
ROA(%),-3.06,-5.76,-3.89,-3.32,-12.25,4.53,9.12,10.35
부채비율,96.16,98.71,157.11,143.27,98.80,81.11,71.90,61.89
자본유보율,830.47,751.38,702.68,661.70,829.84,,,
EPS(원),-287,-504,-308,-199,-789,656,"1,021","1,297"
PER(배),N/A,N/A,N/A,N/A,N/A,11.73,7.53,5.93
BPS(원),"4,659","4,223","3,979","3,774","4,617","5,275","6,296","7,597"
PBR(배),1.96,1.04,1.00,1.99,3.11,1.46,1.22,1.01
현금DPS(원),0,,,,,0,0,0
현금배당수익률,0.00,,,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"27,406,106","27,906,106","27,906,106","27,906,106","27,906,106",,,
