주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,672,565,382,674,662
영업이익,76,37,-52,83,63
영업이익(발표기준),76,37,-52,83,63
세전계속사업이익,80,32,-73,121,399
당기순이익,82,37,-53,122,340
  당기순이익(지배),82,37,-53,122,340
  당기순이익(비지배),0,0,0,0,0
자산총계,914,"1,078","1,040","1,176","1,535"
부채총계,160,272,291,195,209
자본총계,755,806,749,981,"1,325"
  자본총계(지배),753,804,747,980,"1,325"
  자본총계(비지배),2,,1,1,
자본금,44,44,44,52,52
영업활동현금흐름,80,69,14,177,-68
투자활동현금흐름,-48,-129,-34,-20,-42
재무활동현금흐름,-56,128,-32,-40,25
CAPEX,25,21,26,21,248
FCF,55,48,-12,156,-317
이자발생부채,105,218,204,70,108
영업이익률,11.26,6.51,-13.59,12.24,9.49
순이익률,12.22,6.57,-13.90,18.02,51.41
ROE(%),11.24,4.71,-6.82,14.07,29.52
ROA(%),8.83,3.73,-5.02,10.97,25.10
부채비율,21.14,33.80,38.82,19.84,15.80
자본유보율,"1,648.23","1,773.63","1,640.99","1,819.31","2,438.18"
EPS(원),910,371,-515,"1,152","3,169"
PER(배),17.84,15.43,N/A,14.33,4.76
BPS(원),"8,562","7,957","7,421","9,284","12,608"
PBR(배),1.90,0.72,0.91,1.78,1.20
현금DPS(원),134,99,64,50,100
현금배당수익률,0.82,1.73,0.95,0.30,0.66
현금배당성향(%),14.39,27.89,-13.51,4.44,3.10
발행주식수(보통주),"8,970,798","8,970,798","8,970,798","10,476,127","10,476,127"
