주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,32,39,18,31,66
영업이익,-48,-79,-127,-176,-157
영업이익(발표기준),-48,-79,-127,-176,-157
세전계속사업이익,-45,-37,-176,-183,-153
당기순이익,-44,-37,-177,-184,-150
  당기순이익(지배),-44,-37,-177,-184,-150
  당기순이익(비지배),,,,,
자산총계,530,718,610,"1,177",779
부채총계,41,267,329,406,156
자본총계,489,451,281,771,623
  자본총계(지배),489,451,281,771,623
  자본총계(비지배),,,,,
자본금,38,77,77,103,103
영업활동현금흐름,-56,-42,-96,-136,-106
투자활동현금흐름,33,-205,92,55,-259
재무활동현금흐름,-1,255,10,736,-269
CAPEX,218,101,50,31,7
FCF,-275,-143,-146,-166,-113
이자발생부채,20,239,292,359,92
영업이익률,-148.47,-204.72,-705.31,-564.17,-236.37
순이익률,-137.68,-96.48,-983.70,-589.03,-227.07
ROE(%),-8.67,-7.92,-48.42,-34.94,-21.58
ROA(%),-7.98,-5.97,-26.69,-20.57,-15.38
부채비율,8.38,59.12,117.14,52.60,25.02
자본유보율,"1,182.15",484.88,249.44,634.75,489.51
EPS(원),-293,-232,"-1,096","-1,134",-729
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"3,093","2,789","1,737","3,739","3,020"
PBR(배),10.15,8.32,10.70,4.39,3.68
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"15,650,562","16,167,592","16,167,592","20,626,853","20,626,853"
