주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,515,610,590,747,"1,049"
영업이익,6,42,52,73,87
영업이익(발표기준),6,42,52,73,87
세전계속사업이익,-1,42,30,13,57
당기순이익,-4,46,22,16,49
  당기순이익(지배),-4,46,22,16,48
  당기순이익(비지배),0,0,0,0,2
자산총계,657,770,754,"1,003","1,805"
부채총계,138,114,118,240,762
자본총계,520,656,637,764,"1,043"
  자본총계(지배),519,656,637,763,"1,016"
  자본총계(비지배),0,,0,0,26
자본금,234,234,234,234,258
영업활동현금흐름,17,20,105,7,110
투자활동현금흐름,-87,-30,-24,-90,-337
재무활동현금흐름,41,-26,-22,29,336
CAPEX,30,18,26,121,96
FCF,-12,2,79,-113,13
이자발생부채,67,41,34,53,357
영업이익률,1.12,6.86,8.89,9.83,8.25
순이익률,-0.84,7.58,3.77,2.12,4.70
ROE(%),-0.87,7.88,3.45,2.24,5.36
ROA(%),-0.67,6.49,2.91,1.81,3.51
부채비율,26.50,17.29,18.51,31.38,73.13
자본유보율,139.95,161.60,169.43,176.81,196.72
EPS(원),-9,99,48,33,101
PER(배),N/A,9.14,27.02,48.59,18.09
BPS(원),"1,126","1,423","1,380","1,655","1,998"
PBR(배),1.02,0.63,0.93,0.98,0.91
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"46,885,499","46,885,499","46,885,499","46,885,499","51,628,046"
