주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,589,631,675,654,576
영업이익,3,13,-4,-18,-70
영업이익(발표기준),3,13,-4,-18,-70
세전계속사업이익,8,4,-12,-18,-71
당기순이익,14,6,-11,-16,-80
  당기순이익(지배),16,6,-9,-13,-80
  당기순이익(비지배),-2,0,-2,-3,0
자산총계,835,840,867,824,805
부채총계,303,311,350,256,321
자본총계,532,529,517,567,484
  자본총계(지배),542,540,531,583,499
  자본총계(비지배),-10,,-13,-16,-15
자본금,142,142,142,155,155
영업활동현금흐름,-7,20,42,19,-15
투자활동현금흐름,8,-14,-24,-40,-19
재무활동현금흐름,79,-12,-21,-38,48
CAPEX,4,20,14,36,35
FCF,-11,1,28,-17,-50
이자발생부채,167,164,181,102,165
영업이익률,0.54,2.10,-0.54,-2.73,-12.17
순이익률,2.34,0.98,-1.66,-2.46,-13.97
ROE(%),3.18,1.19,-1.69,-2.37,-14.87
ROA(%),1.74,0.74,-1.31,-1.90,-9.88
부채비율,57.03,58.84,67.62,45.17,66.41
자본유보율,286.11,284.62,275.57,279.80,224.95
EPS(원),57,23,-32,-44,-260
PER(배),80.80,192.74,N/A,N/A,N/A
BPS(원),"1,914","1,906","1,865","1,882","1,611"
PBR(배),2.42,2.29,2.03,2.65,2.33
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"28,310,231","28,310,231","28,445,001","30,979,827","30,979,827"
