주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,97,116,118,121,141
영업이익,4,20,24,26,30
영업이익(발표기준),4,20,24,26,30
세전계속사업이익,3,21,27,22,36
당기순이익,3,28,26,22,30
  당기순이익(지배),3,28,26,22,30
  당기순이익(비지배),,,,,
자산총계,162,204,214,241,267
부채총계,100,115,101,107,105
자본총계,62,89,112,134,162
  자본총계(지배),62,89,112,134,162
  자본총계(비지배),,,,,
자본금,43,43,43,43,43
영업활동현금흐름,3,14,25,41,33
투자활동현금흐름,9,8,0,-30,3
재무활동현금흐름,-3,-6,-8,-6,-6
CAPEX,2,2,2,3,2
FCF,1,11,23,38,31
이자발생부채,46,40,33,25,17
영업이익률,4.25,16.79,20.56,21.02,21.54
순이익률,3.36,24.10,21.81,18.32,21.39
ROE(%),5.38,37.13,25.64,18.03,20.32
ROA(%),2.04,15.33,12.35,9.78,11.85
부채비율,160.31,129.53,90.19,79.50,64.84
자본유보율,45.82,107.61,162.64,214.33,279.34
EPS(원),38,327,301,260,352
PER(배),87.61,7.80,10.54,29.12,30.09
BPS(원),727,"1,037","1,313","1,571","1,896"
PBR(배),4.61,2.46,2.42,4.82,5.59
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"8,558,040","8,558,040","8,558,040","8,558,040","8,558,040"
