주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,261","1,423","1,328",759,701
영업이익,166,151,128,45,-23
영업이익(발표기준),166,151,128,45,-23
세전계속사업이익,153,130,128,-24,-156
당기순이익,120,96,96,-14,-129
  당기순이익(지배),120,103,102,-8,-121
  당기순이익(비지배),,-7,-6,-6,-8
자산총계,"1,228","2,002","2,280","2,327","2,298"
부채총계,859,"1,397","1,554","1,611","1,621"
자본총계,370,605,726,716,677
  자본총계(지배),370,595,707,696,664
  자본총계(비지배),,,19,20,12
자본금,10,13,37,37,41
영업활동현금흐름,106,-246,-92,205,-95
투자활동현금흐름,-152,-208,-61,-170,-6
재무활동현금흐름,70,555,136,-57,68
CAPEX,144,94,95,91,50
FCF,-38,-340,-186,113,-145
이자발생부채,410,785,"1,068",993,958
영업이익률,13.16,10.64,9.64,5.88,-3.22
순이익률,9.54,6.76,7.23,-1.87,-18.36
ROE(%),38.96,21.35,15.65,-1.09,-17.81
ROA(%),11.68,5.96,4.49,-0.62,-5.56
부채비율,232.28,231.08,214.07,225.15,239.51
자본유보율,"3,470.55","4,702.75","1,841.86","1,799.20","1,552.26"
EPS(원),418,290,281,-21,-304
PER(배),,13.55,7.95,N/A,N/A
BPS(원),"1,284","1,688","1,965","2,180","1,839"
PBR(배),0.00,2.32,1.14,0.86,1.13
현금DPS(원),17,21,0,0,0
현금배당수익률,,0.53,0.00,0.00,0.00
현금배당성향(%),4.16,6.85,0.00,0.00,
발행주식수(보통주),"28,793,156","36,008,790","36,720,027","36,720,027","41,340,267"
