주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,248,283,288,"1,584","1,895"
영업이익,11,31,18,131,177
영업이익(발표기준),11,31,18,131,177
세전계속사업이익,-15,34,21,73,162
당기순이익,-16,31,25,62,150
  당기순이익(지배),-16,31,25,49,128
  당기순이익(비지배),,,,12,22
자산총계,242,270,773,"2,817","3,489"
부채총계,44,29,130,"1,592","2,754"
자본총계,198,241,643,"1,225",736
  자본총계(지배),198,241,643,686,734
  자본총계(비지배),,,,539,2
자본금,35,36,51,51,51
영업활동현금흐름,-6,32,23,118,-22
투자활동현금흐름,69,-11,-530,86,-95
재무활동현금흐름,-50,-3,475,101,313
CAPEX,5,7,1,13,23
FCF,-11,25,22,105,-45
이자발생부채,17,6,107,"1,310","2,429"
영업이익률,4.38,11.11,6.15,8.24,9.32
순이익률,-6.44,11.09,8.77,3.90,7.94
ROE(%),-10.74,14.31,5.72,7.42,18.06
ROA(%),-7.40,12.25,4.84,3.44,4.77
부채비율,22.31,12.23,20.28,129.92,374.36
자본유보율,520.71,621.91,"1,211.01","1,298.33","1,355.21"
EPS(원),-43,82,64,98,253
PER(배),N/A,37.75,43.00,40.31,16.91
BPS(원),546,645,"1,293","1,380","1,460"
PBR(배),6.10,4.82,2.12,2.85,2.94
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"37,153,461","38,194,576","50,605,754","50,605,754","50,605,754"
