주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,714,953,"1,158","1,248","1,402"
영업이익,89,74,125,106,48
영업이익(발표기준),89,74,125,106,48
세전계속사업이익,46,21,122,97,56
당기순이익,33,12,100,84,49
  당기순이익(지배),33,12,100,84,49
  당기순이익(비지배),,,,,
자산총계,577,"1,106","1,188","1,103","1,211"
부채총계,378,490,475,327,399
자본총계,199,615,713,776,811
  자본총계(지배),199,615,713,776,811
  자본총계(비지배),,,,,
자본금,32,48,49,49,77
영업활동현금흐름,88,-23,131,45,90
투자활동현금흐름,-60,-494,41,67,-61
재무활동현금흐름,-3,486,-75,-177,12
CAPEX,39,116,25,94,53
FCF,48,-139,106,-48,37
이자발생부채,138,315,248,97,126
영업이익률,12.43,7.73,10.83,8.49,3.42
순이익률,4.68,1.28,8.66,6.71,3.52
ROE(%),18.87,2.99,15.10,11.25,6.21
ROA(%),6.41,1.45,8.75,7.31,4.26
부채비율,189.67,79.67,66.59,42.19,49.22
자본유보율,516.73,"1,193.20","1,395.98","1,525.25",992.32
EPS(원),333,84,667,547,322
PER(배),,94.28,13.57,17.03,23.88
BPS(원),"1,891","4,132","4,735","5,143","5,404"
PBR(배),0.00,1.92,1.91,1.81,1.42
현금DPS(원),64,0,128,64,70
현금배당수익률,,0.00,1.42,0.69,0.91
현금배당성향(%),20.79,0.00,19.11,11.44,21.41
발행주식수(보통주),"10,023,895","14,974,338","15,231,828","15,327,021","15,327,021"
