주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,998,"1,501","1,303","1,517","1,975"
영업이익,61,157,91,195,197
영업이익(발표기준),61,157,91,195,197
세전계속사업이익,24,130,70,121,230
당기순이익,24,84,48,86,175
  당기순이익(지배),24,84,48,86,175
  당기순이익(비지배),,,,,
자산총계,"1,033","1,427","1,481","1,614","2,007"
부채총계,652,853,860,890,992
자본총계,382,574,621,724,"1,014"
  자본총계(지배),382,574,621,724,"1,014"
  자본총계(비지배),,,,,
자본금,56,63,63,65,69
영업활동현금흐름,131,252,55,226,187
투자활동현금흐름,-57,-312,-132,-14,-321
재무활동현금흐름,-50,186,122,-86,65
CAPEX,133,306,153,126,347
FCF,-1,-54,-98,100,-159
이자발생부채,516,596,685,611,620
영업이익률,6.14,10.47,7.02,12.84,9.95
순이익률,2.44,5.59,3.70,5.70,8.87
ROE(%),6.52,17.57,8.06,12.85,20.16
ROA(%),2.39,6.83,3.31,5.58,9.68
부채비율,170.76,148.53,138.38,122.85,97.82
자본유보율,610.58,834.99,897.05,"1,064.27","1,355.65"
EPS(원),210,692,380,674,"1,311"
PER(배),36.33,18.14,21.69,20.77,11.90
BPS(원),"3,281","4,533","4,905","5,682","7,503"
PBR(배),2.32,2.77,1.68,2.46,2.08
현금DPS(원),49,70,50,70,100
현금배당수익률,0.64,0.56,0.61,0.50,0.64
현금배당성향(%),23.14,10.56,13.15,10.32,7.72
발행주식수(보통주),"11,628,270","12,665,050","12,665,050","13,094,591","13,520,835"
