주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,844,871,936,854,"1,017","1,128","1,239","1,357"
영업이익,103,109,134,88,170,190,209,230
영업이익(발표기준),103,109,134,88,170,,,
세전계속사업이익,104,44,100,86,173,193,212,234
당기순이익,82,36,77,67,136,152,166,183
  당기순이익(지배),82,36,77,67,136,152,166,183
  당기순이익(비지배),,,,,,,,
자산총계,829,863,"1,108",997,"1,115","1,124","1,211","1,317"
부채총계,186,245,468,356,395,394,395,397
자본총계,643,618,640,641,720,730,816,920
  자본총계(지배),643,618,640,641,720,730,816,920
  자본총계(비지배),,,,,,,,
자본금,85,85,85,85,85,85,85,85
영업활동현금흐름,123,139,129,152,265,118,204,211
투자활동현금흐름,-95,-89,-214,20,-100,-22,-23,-25
재무활동현금흐름,-48,-63,81,-137,-102,-82,-89,-89
CAPEX,53,61,205,5,16,17,19,21
FCF,70,78,-75,147,249,,,
이자발생부채,60,56,278,215,223,,,
영업이익률,12.26,12.50,14.32,10.28,16.70,16.84,16.87,16.95
순이익률,9.76,4.09,8.20,7.86,13.40,13.48,13.40,13.49
ROE(%),13.05,5.65,12.20,10.48,20.03,20.96,21.48,21.08
ROA(%),10.06,4.21,7.79,6.38,12.90,13.58,14.22,14.48
부채비율,28.84,39.63,73.19,55.61,54.85,53.97,48.41,43.15
자본유보율,768.22,743.02,766.27,778.18,871.89,,,
EPS(원),525,227,489,428,870,970,"1,059","1,167"
PER(배),14.32,30.69,15.47,14.72,8.36,7.91,7.24,6.57
BPS(원),"4,307","4,137","4,282","4,290","4,822","4,887","5,462","6,158"
PBR(배),1.75,1.69,1.77,1.47,1.51,1.57,1.40,1.25
현금DPS(원),430,430,430,430,530,530,530,530
현금배당수익률,5.72,6.16,5.68,6.83,7.29,6.91,6.91,6.91
현금배당성향(%),69.24,159.92,74.30,84.96,52.78,54.66,50.06,45.41
발행주식수(보통주),"15,677,552","15,677,552","15,677,552","15,677,552","15,677,552",,,
