주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,,0,0,,
영업이익,-9,-13,-50,-79,-131
영업이익(발표기준),-9,-13,-50,-79,-131
세전계속사업이익,-10,-65,-224,-105,-111
당기순이익,-10,-65,-224,-105,-111
  당기순이익(지배),-10,-65,-224,-105,-111
  당기순이익(비지배),,,,,
자산총계,101,90,265,231,"1,170"
부채총계,81,135,518,571,121
자본총계,20,-45,-253,-341,"1,049"
  자본총계(지배),20,-45,-253,-341,"1,049"
  자본총계(비지배),,,,,
자본금,13,13,13,13,47
영업활동현금흐름,-8,-13,-30,-82,-80
투자활동현금흐름,-8,-21,-62,-26,-687
재무활동현금흐름,80,,200,-4,"1,036"
CAPEX,,0,9,13,150
FCF,-8,-13,-39,-95,-229
이자발생부채,44,48,354,401,94
영업이익률,,"-3,939.55","-32,961.53",,
순이익률,,"-19,871.49","-149,214.76",,
ROE(%),,519.17,150.62,35.21,-31.39
ROA(%),,-68.07,-126.32,-42.21,-15.87
부채비율,414.71,-302.00,-204.63,-167.65,11.53
자본유보율,52.57,-452.72,"-2,192.34","-3,010.96","1,979.98"
EPS(원),-241,-995,"-3,082","-1,385","-1,347"
PER(배),,,,,N/A
BPS(원),300,-683,"-3,355","-4,515","11,108"
PBR(배),0.00,0.00,0.00,0.00,3.32
현금DPS(원),0,0,0,0,0
현금배당수익률,,,,,0.00
현금배당성향(%),,,,0.00,
발행주식수(보통주),"5,162,680","5,162,680","5,162,680","5,162,680","9,442,220"
