주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,409","1,418","1,560","1,778","1,947"
영업이익,67,47,21,17,59
영업이익(발표기준),67,47,21,17,59
세전계속사업이익,27,44,14,19,50
당기순이익,19,37,11,15,37
  당기순이익(지배),21,37,11,14,36
  당기순이익(비지배),-3,1,0,1,1
자산총계,"1,853","1,915","2,172","2,179","2,291"
부채총계,"1,069","1,116","1,365","1,367","1,407"
자본총계,784,799,807,812,883
  자본총계(지배),772,787,795,798,837
  자본총계(비지배),12,,13,14,46
자본금,72,72,72,72,72
영업활동현금흐름,85,9,67,105,123
투자활동현금흐름,-112,-158,-119,-97,-40
재무활동현금흐름,73,93,82,5,-41
CAPEX,108,136,120,97,39
FCF,-23,-127,-53,8,84
이자발생부채,531,629,756,764,711
영업이익률,4.77,3.33,1.36,0.93,3.00
순이익률,1.34,2.64,0.72,0.84,1.90
ROE(%),2.80,4.74,1.37,1.81,4.42
ROA(%),1.06,1.99,0.55,0.69,1.66
부채비율,136.28,139.70,169.01,168.36,159.37
자본유보율,"1,011.17","1,036.59","1,041.88","1,059.90","1,088.29"
EPS(원),151,260,76,102,254
PER(배),29.84,20.00,57.96,126.52,39.27
BPS(원),"5,590","5,697","5,755","5,781","6,064"
PBR(배),0.81,0.91,0.77,2.22,1.65
현금DPS(원),80,70,60,50,50
현금배당수익률,1.77,1.35,1.36,0.39,0.50
현금배당성향(%),51.46,26.18,76.51,47.87,19.11
발행주식수(보통주),"14,200,000","14,200,000","14,200,000","14,200,000","14,200,000"
