주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,317,220,173,182,161
영업이익,-75,20,10,15,8
영업이익(발표기준),-75,20,10,15,8
세전계속사업이익,-227,-67,65,66,56
당기순이익,-219,-29,71,56,58
  당기순이익(지배),-218,-28,71,54,56
  당기순이익(비지배),-1,-1,0,2,2
자산총계,"1,104","1,240",746,761,967
부채총계,623,697,129,80,243
자본총계,482,543,617,681,724
  자본총계(지배),493,556,622,668,724
  자본총계(비지배),-12,,-5,13,
자본금,54,58,58,58,58
영업활동현금흐름,-62,11,569,7,37
투자활동현금흐름,-70,-87,-200,-52,-189
재무활동현금흐름,141,72,-322,8,164
CAPEX,8,39,0,2,55
FCF,-70,-27,568,6,-18
이자발생부채,333,354,41,29,113
영업이익률,-23.83,8.99,5.87,7.99,5.11
순이익률,-69.07,-13.03,41.16,31.01,36.01
ROE(%),-36.15,-5.33,12.12,8.42,8.09
ROA(%),-19.25,-2.44,7.16,7.48,6.72
부채비율,129.32,128.32,20.85,11.77,33.53
자본유보율,821.15,864.42,991.49,"1,058.22","1,155.23"
EPS(원),"-2,034",-245,615,467,485
PER(배),N/A,N/A,7.29,20.72,14.88
BPS(원),"4,604","4,820","5,356","5,752","6,238"
PBR(배),2.03,1.39,0.84,1.68,1.16
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"10,716,941","11,527,492","11,610,994","11,610,994","11,610,994"
