주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,978","4,601","5,650","6,316","8,246","9,797","11,430","13,430"
영업이익,217,310,429,981,"1,433","1,788","2,110","2,520"
영업이익(발표기준),217,310,429,981,"1,433",,,
세전계속사업이익,194,180,293,"1,031",350,"1,710","2,030","2,390"
당기순이익,57,63,-220,"1,035",234,"1,314","1,520","1,790"
  당기순이익(지배),101,127,-163,"1,070",250,"1,260","1,490","1,750"
  당기순이익(비지배),-44,-64,-57,-35,-16,,,
자산총계,"5,557","6,379","7,974","9,587","11,518","12,710","14,170","16,820"
부채총계,"4,353","5,239","7,150","7,702","9,354","9,290","9,270","10,170"
자본총계,"1,204","1,140",823,"1,885","2,165","3,420","4,900","6,650"
  자본총계(지배),"1,130","1,086",800,"1,917","2,071","3,300","4,750","6,460"
  자본총계(비지배),74,,23,-32,93,,,
자본금,71,71,71,71,71,70,70,70
영업활동현금흐름,468,412,673,"1,070","1,896","1,920","1,390","2,330"
투자활동현금흐름,-466,-573,"-1,140",-563,"-2,136",-310,-250,-230
재무활동현금흐름,361,167,579,580,-112,70,-20,-10
CAPEX,868,331,"1,027",576,495,290,240,200
FCF,-400,81,-354,494,"1,401","1,630","1,150","2,130"
이자발생부채,"1,684","1,824","2,813","3,477","3,834",,,
영업이익률,5.46,6.73,7.59,15.53,17.38,18.25,18.46,18.76
순이익률,1.42,1.36,-3.89,16.39,2.84,13.42,13.30,13.33
ROE(%),9.30,11.45,-17.24,78.80,12.54,46.91,37.02,31.22
ROA(%),1.10,1.05,-3.06,11.79,2.22,10.85,11.31,11.55
부채비율,361.56,459.61,868.40,408.58,432.13,271.64,189.18,152.93
자본유보율,"1,975.49","1,964.47","1,706.83","3,250.42","3,453.45",,,
EPS(원),708,888,"-1,138","7,493","1,751","8,820","10,430","12,250"
PER(배),83.53,60.22,N/A,6.81,81.50,11.94,10.10,8.60
BPS(원),"8,119","7,919","5,880","14,082","15,220","24,614","35,430","48,184"
PBR(배),7.28,6.76,7.19,3.62,9.38,4.28,2.97,2.19
현금DPS(원),0,0,0,630,300,300,300,300
현금배당수익률,0.00,0.00,0.00,1.24,0.21,0.28,0.28,0.28
현금배당성향(%),0.00,0.00,0.00,8.01,12.79,3.40,2.88,2.45
발행주식수(보통주),"14,285,717","14,285,717","14,285,717","14,285,717","14,285,717",,,
