주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,984,863,815,"1,134","1,017"
영업이익,5,-59,-30,42,-202
영업이익(발표기준),5,-59,-30,42,-202
세전계속사업이익,-14,-94,-114,72,-211
당기순이익,-16,-112,-164,72,-211
  당기순이익(지배),-13,-107,-162,67,-212
  당기순이익(비지배),-3,-5,-1,5,1
자산총계,605,640,889,"1,056",956
부채총계,341,472,381,474,577
자본총계,264,168,508,582,379
  자본총계(지배),232,153,496,565,361
  자본총계(비지배),32,,12,17,18
자본금,48,48,106,106,106
영업활동현금흐름,31,-5,-41,-88,-182
투자활동현금흐름,-5,-99,-222,26,-33
재무활동현금흐름,-8,109,311,20,188
CAPEX,11,51,225,26,36
FCF,20,-56,-266,-113,-218
이자발생부채,102,249,127,181,370
영업이익률,0.51,-6.86,-3.70,3.70,-19.83
순이익률,-1.65,-13.01,-20.06,6.34,-20.79
ROE(%),-5.38,-55.53,-49.93,12.67,-45.80
ROA(%),-2.62,-18.04,-21.40,7.39,-21.01
부채비율,129.37,281.62,75.04,81.56,152.08
자본유보율,397.32,232.18,373.84,438.76,246.38
EPS(원),-120,-957,"-1,311",318,"-1,004"
PER(배),N/A,N/A,N/A,49.36,N/A
BPS(원),"2,084","1,376","2,353","2,680","1,714"
PBR(배),4.67,7.41,2.23,5.86,4.22
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"11,196,198","11,196,198","21,117,283","21,117,283","21,117,283"
