주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,537","2,226","2,293","1,711","2,123","2,747","3,170","3,326"
영업이익,209,11,-35,-157,61,249,289,326
영업이익(발표기준),209,11,-35,-157,61,,,
세전계속사업이익,171,98,6,-140,338,251,292,331
당기순이익,-259,112,54,-119,237,226,263,298
  당기순이익(지배),-220,91,57,-115,239,226,263,298
  당기순이익(비지배),-38,21,-3,-3,-1,,,
자산총계,"2,809","2,694","2,838","2,815","3,695","3,866","4,232","4,580"
부채총계,"2,013","1,591","1,601","1,697","1,741","1,685","1,788","1,838"
자본총계,796,"1,103","1,236","1,118","1,955","2,181","2,444","2,742"
  자본총계(지배),830,"1,086","1,226","1,111","1,955","2,181","2,444","2,742"
  자본총계(비지배),-34,,10,7,,,,
자본금,226,249,261,261,306,306,306,306
영업활동현금흐름,194,-108,202,-58,-340,280,362,409
투자활동현금흐름,67,21,49,5,-225,-308,-327,-315
재무활동현금흐름,-87,-58,-6,109,493,5,2,1
CAPEX,36,20,36,23,117,,,
FCF,158,-128,166,-81,-457,130,162,239
이자발생부채,871,698,711,838,800,,,
영업이익률,8.24,0.48,-1.54,-9.18,2.89,9.06,9.12,9.80
순이익률,-10.19,5.04,2.36,-6.93,11.18,8.23,8.30,8.96
ROE(%),-27.56,9.48,4.97,-9.87,15.56,10.93,11.37,11.49
ROA(%),-8.29,4.08,1.96,-4.20,7.29,5.98,6.49,6.76
부채비율,252.93,144.21,129.52,151.79,89.05,77.26,73.16,67.03
자본유보율,274.58,331.12,358.97,314.79,495.34,,,
EPS(원),-649,182,109,-214,417,369,430,487
PER(배),N/A,17.36,48.42,N/A,15.75,18.69,16.06,14.18
BPS(원),"1,804","2,140","2,292","2,077","3,212","3,584","4,016","4,506"
PBR(배),2.38,1.48,2.30,5.25,2.05,1.93,1.72,1.53
현금DPS(원),0,0,0,0,,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
현금배당성향(%),-1.13,2.75,0.00,0.00,,,,
발행주식수(보통주),"34,865,812","39,628,588","53,858,096","53,858,096","61,221,640",,,
