주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,279,364,474,534,633,727,832,948
영업이익,4,43,72,104,111,127,146,169
영업이익(발표기준),4,43,72,104,111,,,
세전계속사업이익,2,42,70,102,109,121,140,163
당기순이익,1,36,61,104,105,116,134,157
  당기순이익(지배),1,36,61,103,104,116,134,156
  당기순이익(비지배),,0,-1,0,1,,,
자산총계,628,710,755,846,"1,202","1,499","1,611","1,770"
부채총계,200,257,257,263,509,703,687,696
자본총계,428,453,498,583,693,796,924,"1,074"
  자본총계(지배),428,452,497,582,692,795,923,"1,073"
  자본총계(비지배),,,0,1,1,,,
자본금,23,23,34,35,35,35,35,35
영업활동현금흐름,47,67,113,163,142,305,234,286
투자활동현금흐름,-157,-68,-86,-179,-315,-249,-305,-361
재무활동현금흐름,46,12,-7,-17,228,95,-18,-6
CAPEX,199,49,89,130,334,246,301,356
FCF,-152,18,24,33,-192,,,
이자발생부채,147,159,176,180,423,,,
영업이익률,1.36,11.91,15.21,19.57,17.48,17.47,17.55,17.83
순이익률,0.32,9.96,12.83,19.40,16.58,15.96,16.11,16.56
ROE(%),0.21,8.26,12.94,19.16,16.39,15.61,15.60,15.63
ROA(%),0.15,5.43,8.31,12.94,10.25,8.59,8.62,9.29
부채비율,46.72,56.73,51.68,45.18,73.51,88.32,74.35,64.80
자본유보율,"1,773.75","1,873.40","1,360.08","1,628.14","1,889.45",,,
EPS(원),12,514,868,"1,461","1,476","1,640","1,895","2,206"
PER(배),516.44,11.29,11.33,10.00,11.04,7.83,6.78,5.82
BPS(원),"6,050","6,391","7,081","8,416","9,880","11,577","13,441","15,626"
PBR(배),1.06,0.91,1.39,1.74,1.65,1.11,0.96,0.82
현금DPS(원),0,65,29,49,69,80,90,100
현금배당수익률,0.00,1.12,0.30,0.34,0.42,0.62,0.70,0.78
현금배당성향(%),0.00,12.61,3.33,3.27,4.64,4.88,4.75,4.53
발행주식수(보통주),"7,071,518","7,071,518","7,071,518","7,071,518","7,071,518",,,
