주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,402","2,211","2,039","1,954","2,584"
영업이익,34,-15,-18,34,140
영업이익(발표기준),34,-15,-18,34,140
세전계속사업이익,25,-40,59,31,132
당기순이익,16,-37,38,31,105
  당기순이익(지배),17,-37,38,31,105
  당기순이익(비지배),-1,,,,
자산총계,"1,551","1,517","1,429","1,269","1,473"
부채총계,771,768,623,430,525
자본총계,779,750,806,839,947
  자본총계(지배),779,750,806,839,947
  자본총계(비지배),0,,,,
자본금,177,177,177,177,177
영업활동현금흐름,-37,5,37,123,43
투자활동현금흐름,-406,-40,263,-15,-11
재무활동현금흐름,431,38,56,-169,27
CAPEX,10,81,25,6,11
FCF,-47,-75,12,117,32
이자발생부채,567,609,416,246,275
영업이익률,1.40,-0.69,-0.90,1.74,5.41
순이익률,0.66,-1.68,1.88,1.58,4.07
ROE(%),2.25,-4.87,4.94,3.74,11.78
ROA(%),1.17,-2.43,2.61,2.28,7.68
부채비율,99.00,102.41,77.31,51.22,55.45
자본유보율,339.82,353.83,363.10,374.15,435.37
EPS(원),54,-105,108,87,297
PER(배),34.59,N/A,20.05,20.11,10.83
BPS(원),"2,202","2,118","2,276","2,371","2,677"
PBR(배),0.86,1.15,0.96,0.74,1.20
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"35,399,906","35,399,906","35,399,906","35,399,906","35,399,906"
