주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,173","1,069",857,707,728
영업이익,27,17,7,5,10
영업이익(발표기준),27,17,7,5,10
세전계속사업이익,30,18,9,5,5
당기순이익,24,15,6,2,1
  당기순이익(지배),17,11,5,1,0
  당기순이익(비지배),7,4,1,1,1
자산총계,833,674,581,537,504
부채총계,521,387,289,238,204
자본총계,312,286,292,299,300
  자본총계(지배),206,220,226,232,230
  자본총계(비지배),106,,66,67,69
자본금,55,55,55,55,55
영업활동현금흐름,56,81,-48,-4,28
투자활동현금흐름,-22,-73,12,5,13
재무활동현금흐름,0,-9,-5,16,-24
CAPEX,25,25,10,6,11
FCF,31,56,-58,-10,17
이자발생부채,72,0,12,29,6
영업이익률,2.29,1.56,0.86,0.66,1.34
순이익률,2.08,1.44,0.75,0.25,0.13
ROE(%),8.63,5.20,2.44,0.24,-0.22
ROA(%),3.00,2.04,1.02,0.32,0.18
부채비율,167.05,135.31,99.08,79.81,68.15
자본유보율,270.20,295.26,306.93,318.92,315.97
EPS(원),156,101,50,5,-5
PER(배),39.24,54.51,103.67,956.75,N/A
BPS(원),"1,883","2,011","2,067","2,125","2,111"
PBR(배),3.25,2.74,2.49,2.25,2.53
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"10,920,000","10,920,000","10,920,000","10,920,000","10,920,000"
