주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,502,573,611,614,525
영업이익,23,51,11,30,-26
영업이익(발표기준),23,51,11,30,-26
세전계속사업이익,24,48,10,32,-26
당기순이익,28,34,13,25,-24
  당기순이익(지배),28,34,13,25,-24
  당기순이익(비지배),,,,,
자산총계,436,525,567,561,506
부채총계,99,155,189,161,133
자본총계,336,369,378,400,373
  자본총계(지배),336,369,378,400,373
  자본총계(비지배),,,,,
자본금,24,48,48,48,48
영업활동현금흐름,-5,55,28,80,-37
투자활동현금흐름,-49,-53,-23,-23,-6
재무활동현금흐름,11,-1,16,-46,10
CAPEX,47,54,23,25,1
FCF,-52,2,5,55,-38
이자발생부채,17,16,42,3,19
영업이익률,4.51,8.95,1.76,4.85,-4.96
순이익률,5.56,5.88,2.19,4.14,-4.64
ROE(%),8.53,9.55,3.58,6.53,-6.29
ROA(%),6.60,7.01,2.45,4.50,-4.56
부채비율,29.52,42.10,50.16,40.24,35.79
자본유보율,"1,287.81",661.18,678.73,725.08,668.92
EPS(원),288,347,138,262,-251
PER(배),11.81,12.34,27.44,12.09,N/A
BPS(원),"3,470","3,806","3,894","4,125","3,845"
PBR(배),0.98,1.13,0.97,0.77,2.04
현금DPS(원),0,50,30,30,
현금배당수익률,0.00,1.17,0.79,0.95,
현금배당성향(%),0.00,14.40,21.77,11.46,
발행주식수(보통주),"9,698,780","9,698,780","9,698,780","9,698,780","9,698,780"
