주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,608,673,678,584,812
영업이익,-40,-10,27,44,67
영업이익(발표기준),-40,-10,27,44,67
세전계속사업이익,-86,-38,17,162,98
당기순이익,-88,-38,12,131,92
  당기순이익(지배),-75,-54,17,131,24
  당기순이익(비지배),-14,16,-5,0,68
자산총계,850,"1,059","1,093","1,430","1,643"
부채총계,503,607,495,447,480
자본총계,348,452,599,983,"1,163"
  자본총계(지배),331,420,594,918,"1,017"
  자본총계(비지배),17,,5,65,146
자본금,202,225,252,286,295
영업활동현금흐름,-21,10,40,96,73
투자활동현금흐름,-61,-195,-193,-19,-3
재무활동현금흐름,62,206,119,-24,83
CAPEX,42,26,15,2,4
FCF,-62,-15,25,94,69
이자발생부채,381,441,347,196,238
영업이익률,-6.56,-1.53,4.01,7.45,8.25
순이익률,-14.54,-5.66,1.83,22.40,11.32
ROE(%),-20.41,-14.35,3.34,17.35,2.52
ROA(%),-10.20,-3.99,1.15,10.38,5.98
부채비율,144.59,134.18,82.66,45.45,41.28
자본유보율,52.80,81.50,134.74,201.06,218.99
EPS(원),-37,-25,7,50,8
PER(배),N/A,N/A,72.88,18.61,125.24
BPS(원),164,186,236,322,346
PBR(배),4.82,3.27,2.16,2.91,3.02
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"201,910,350","206,440,300","241,417,281","275,454,805","294,769,150"
